 Location:  5S  95W  24 Apr 1994 to 10 May 2012 ( 6592 times, 11 blocks) Gen. Date Nov 24 2013
 Units: Winds (M/S), W. Dir (DEG), -99.9 = missing, (1,1) is NE at sqrt(2) m/s
 Time: 1200 24 Apr 1994 to 1200 15 Mar 1997 (index     1 to  1057, 1057 times)
 Depth (M):       -4    -4    -4    -4 QUALITY and SOURCE
 YYYYMMDD HHMM  UWND  VWND  WSPD  WDIR SD SD
 20021227 1200  -3.2   5.0   6.0 327.0 22 11
 20021228 1200  -4.0   5.1   6.5 321.8 22 11
 20021229 1200  -4.3   4.5   6.2 316.7 22 11
 20021230 1200  -3.9   5.7   6.9 325.3 22 11
 20021231 1200  -2.4   5.7   6.1 337.4 22 11
 20030101 1200  -3.5   6.0   7.0 329.8 22 11
 20030102 1200  -3.7   5.7   6.8 326.5 22 11
 20030103 1200  -2.6   5.1   5.8 332.7 22 11
 20030104 1200  -3.8   5.1   6.3 323.0 22 11
 20030105 1200  -3.4   5.0   6.1 325.6 22 11
 20030106 1200  -4.4   5.2   6.8 319.5 22 11
 20030107 1200  -4.2   5.3   6.8 321.8 22 11
 20030108 1200  -4.3   6.1   7.5 325.1 22 11
 20030109 1200  -3.7   5.7   6.8 326.5 22 11
 20030110 1200  -2.7   4.9   5.6 331.5 22 11
 20030111 1200  -3.8   5.1   6.3 323.0 22 11
 20030112 1200  -2.5   5.7   6.2 335.8 22 11
 20030113 1200  -3.0   5.5   6.3 331.8 22 11
 20030114 1200  -2.3   4.7   5.2 333.7 22 11
 20030115 1200  -2.5   4.5   5.2 330.7 22 11
 20030116 1200  -3.2   4.0   5.1 321.4 22 11
 20030117 1200  -3.4   3.6   5.0 316.7 22 11
 20030118 1200  -2.8   3.0   4.0 317.1 22 11
 20030119 1200  -3.3   4.6   5.7 324.4 22 11
 20030120 1200  -2.8   5.5   6.2 333.3 22 11
 20030121 1200  -3.4   5.0   6.1 325.6 22 11
 20030122 1200  -5.0   5.2   7.2 316.4 22 11
 20030123 1200  -4.8   6.6   8.1 324.0 22 11
 20030124 1200  -4.0   5.3   6.6 323.0 22 11
 20030125 1200  -4.5   3.4   5.6 307.2 22 11
 20030126 1200  -3.7   2.1   4.2 299.8 22 11
 20030127 1200  -5.3   4.3   6.8 309.0 22 11
 20030128 1200  -5.0   5.2   7.2 316.4 22 11
 20030129 1200  -2.9   4.9   5.7 329.9 22 11
 20030130 1200  -1.6   5.2   5.4 342.4 22 11
 20030131 1200  -0.2   5.4   5.4 357.5 22 11
 20030201 1200  -1.8   3.8   4.2 334.3 22 11
 20030202 1200  -2.0   4.0   4.5 333.6 22 11
 20030203 1200  -4.3   5.9   7.3 324.1 22 11
 20030204 1200  -4.8   5.0   7.0 316.2 22 11
 20030205 1200  -4.0   6.3   7.5 327.2 22 11
 20030206 1200  -3.4   5.4   6.4 328.0 22 11
 20030207 1200  -2.6   5.1   5.8 332.7 22 11
 20030208 1200  -3.6   3.7   5.2 315.3 22 11
 20030209 1200  -4.2   5.5   6.9 323.0 22 11
 20030210 1200  -2.8   5.7   6.3 334.3 22 11
 20030211 1200  -3.6   5.2   6.4 325.5 22 11
 20030212 1200  -4.5   4.8   6.5 316.9 22 11
 20030213 1200  -3.2   6.4   7.1 333.0 22 11
 20030214 1200  -3.2   6.4   7.1 333.0 22 11
 20030215 1200  -3.4   5.2   6.2 326.8 22 11
 20030216 1200  -4.0   4.1   5.7 316.1 22 11
 20030217 1200  -5.0   5.0   7.1 315.2 22 11
 20030218 1200  -4.4   4.0   5.9 312.2 22 11
 20030219 1200  -3.9   4.5   6.0 319.0 22 11
 20030220 1200  -3.6   4.1   5.4 318.6 22 11
 20030221 1200  -4.1   3.1   5.2 307.5 22 11
 20030222 1200  -4.5   4.8   6.5 316.9 22 11
 20030223 1200  -4.4   5.0   6.7 318.2 22 11
 20030224 1200  -4.7   4.8   6.7 315.9 22 11
 20030225 1200  -3.5   4.4   5.7 321.6 22 11
 20030226 1200  -1.3   4.7   4.9 344.5 22 11
 20030227 1200  -0.5   3.6   3.7 352.5 22 11
 20030228 1200  -0.2   4.4   4.4 357.7 22 11
 20030301 1200  -3.0   6.3   7.0 334.3 22 11
 20030302 1200  -2.3   5.8   6.3 338.3 22 11
 20030303 1200  -3.5   5.8   6.8 328.8 22 11
 20030304 1200  -5.3   4.3   6.8 309.0 22 11
 20030305 1200  -4.6   2.6   5.3 299.8 22 11
 20030306 1200  -3.8   5.5   6.6 325.4 22 11
 20030307 1200  -4.2   3.9   5.8 313.3 22 11
 20030308 1200  -2.9   4.4   5.3 326.0 22 11
 20030309 1200  -2.8   5.1   5.9 331.1 22 11
 20030310 1200  -3.1   2.2   3.8 305.9 22 11
 20030311 1200  -4.3   3.0   5.2 304.6 22 11
 20030312 1200  -4.8   6.6   8.1 324.0 22 11
 20030313 1200  -2.8   6.5   7.1 336.5 22 11
 20030314 1200   0.2   4.5   4.5   3.0 22 11
 20030315 1200  -2.7   3.1   4.2 319.2 22 11
 20030316 1200  -4.1   4.5   6.1 317.8 22 11
 20030317 1200  -3.4   5.4   6.4 328.0 22 11
 20030318 1200  -3.3   4.6   5.7 324.4 22 11
 20030319 1200  -3.7   4.3   5.7 318.8 22 11
 20030320 1200  -1.7   5.0   5.2 341.4 22 11
 20030321 1200  -2.7   4.9   5.6 331.5 22 11
 20030322 1200  -5.3   1.5   5.5 286.1 22 11
 20030323 1200  -4.4   4.0   5.9 312.2 22 11
 20030324 1200  -5.9   4.2   7.2 305.3 22 11
 20030325 1200  -4.6   5.0   6.8 317.2 22 11
 20030326 1200  -4.1   5.7   7.0 324.1 22 11
 20030327 1200  -4.3   4.5   6.2 316.7 22 11
 20030328 1200  -4.1   2.0   4.5 295.6 22 11
 20030329 1200  -4.7   2.8   5.5 300.9 22 11
 20030330 1200  -3.7   1.7   4.1 294.7 22 11
 20030331 1200  -5.1   0.1   5.1 271.4 22 11
 20030401 1200  -5.5   1.4   5.7 283.9 22 11
 20030402 1200  -5.0   3.5   6.1 304.6 22 11
 20030403 1200  -3.0   6.3   7.0 334.3 22 11
 20030404 1200  -3.4   4.2   5.4 321.5 22 11
 20030405 1200  -4.7   1.8   5.0 291.5 22 11
 20030406 1200  -5.5   4.1   6.9 306.7 22 11
 20030407 1200  -3.7   5.7   6.8 326.5 22 11
 20030408 1200  -2.7   4.5   5.3 329.0 22 11
 20030409 1200  -2.8   4.3   5.1 327.6 22 11
 20030410 1200  -4.6   2.4   5.2 297.8 22 11
 20030411 1200  -4.8   2.5   5.4 297.1 22 11
 20030412 1200  -4.1   3.1   5.2 307.5 22 11
 Time: 1200  5 Nov 2003 to 1200  8 Jul 2004 (index  3483 to  3729,  247 times)
 Depth (M):       -4    -4    -4    -4 QUALITY and SOURCE
 YYYYMMDD HHMM  UWND  VWND  WSPD  WDIR SD SD
 20031105 1200  -4.9   2.9   5.7 301.1 22 55
 20031106 1200  -5.3   2.1   5.7 291.8 22 55
 20031107 1200  -3.8   3.0   4.9 308.4 22 55
 20031108 1200  -5.0   2.0   5.3 292.2 22 55
 20031109 1200  -4.3   1.2   4.4 285.7 22 55
 20031110 1200  -3.8   3.2   5.0 309.6 22 55
 20031111 1200  -3.0   4.2   5.1 323.8 22 55
 20031112 1200  -5.2   3.5   6.3 303.7 22 55
 20031113 1200  -5.9   3.1   6.7 297.7 22 55
 20031114 1200  -5.3   3.4   6.3 302.4 22 55
 20031115 1200  -4.9   4.6   6.7 313.1 22 55
 20031116 1200  -4.7   4.8   6.7 315.8 22 55
 20031117 1200  -4.7   4.9   6.8 315.9 22 55
 20031118 1200  -5.6   3.9   6.8 305.0 22 55
 20031119 1200  -6.0   2.8   6.6 295.5 22 55
 20031120 1200  -3.9   4.2   5.8 317.3 22 55
 20031121 1200  -4.4   2.5   5.1 300.0 22 55
 20031122 1200  -4.5   3.3   5.5 306.2 22 55
 20031123 1200  -4.5   4.6   6.5 315.2 22 55
 20031124 1200  -4.2   4.0   5.8 313.5 22 55
 20031125 1200  -3.3   3.3   4.7 315.2 22 55
 20031126 1200  -3.9   4.0   5.6 315.2 22 55
 20031127 1200  -3.5   3.2   4.8 312.5 22 55
 20031128 1200  -3.5   5.2   6.3 326.2 22 55
 20031129 1200  -2.7   5.5   6.1 333.7 22 55
 20031130 1200  -2.6   3.9   4.7 326.8 22 55
 20031201 1200  -3.1   4.3   5.3 324.2 22 55
 20031202 1200  -3.2   4.2   5.3 322.9 22 55
 20031203 1200  -3.4   2.7   4.3 308.9 22 55
 20031204 1200  -4.9   3.3   5.9 304.1 22 55
 20031205 1200  -5.7   3.2   6.6 299.5 22 55
 20031206 1200  -5.9   5.2   7.8 311.5 22 55
 20031207 1200  -6.0   5.1   7.8 310.4 22 55
 20031208 1200  -6.0   2.1   6.4 289.6 22 55
 20031209 1200  -5.2   2.4   5.7 294.9 22 55
 20031210 1200  -3.3   5.2   6.2 327.6 22 55
 20031211 1200  -4.5   5.1   6.8 318.8 22 55
 20031212 1200  -3.6   3.8   5.2 316.1 22 55
 20031213 1200  -2.3   4.2   4.8 331.1 22 55
 20031214 1200  -3.9   3.6   5.3 312.4 22 55
 20031215 1200  -6.5   3.2   7.2 296.1 22 55
 20031216 1200  -4.9   3.7   6.1 307.1 22 55
 20031217 1200  -3.6   4.2   5.6 319.4 22 55
 20031218 1200  -4.5   4.7   6.5 316.7 22 55
 20031219 1200  -5.0   4.9   7.0 314.4 22 55
 20031220 1200  -4.3   3.9   5.8 312.0 22 55
 20031221 1200  -4.8   4.7   6.7 314.0 22 55
 20031222 1200  -5.7   4.9   7.5 310.8 22 55
 20031223 1200  -4.3   3.8   5.7 310.9 22 55
 20031224 1200  -1.3   4.8   5.0 344.9 22 55
 20031225 1200  -3.5   6.2   7.2 330.6 22 55
 20031226 1200  -3.5   4.3   5.5 321.3 22 55
 20031227 1200  -4.5   4.4   6.3 314.1 22 55
 20031228 1200  -3.6   3.9   5.3 317.1 22 55
 20031229 1200  -1.5   3.1   3.4 333.9 22 55
 20031230 1200  -3.0   3.5   4.6 319.6 22 55
 20031231 1200  -6.2   3.5   7.1 299.8 22 55
 20040101 1200  -6.6   4.6   8.1 304.8 22 55
 20040102 1200  -5.2   4.5   6.8 311.1 22 55
 20040103 1200  -4.4   4.2   6.1 313.5 22 55
 20040104 1200  -3.5   5.0   6.1 324.6 22 55
 20040105 1200  -3.4   5.8   6.7 329.6 22 55
 20040106 1200  -2.4   4.1   4.8 329.3 22 55
 20040107 1200  -2.8   3.0   4.1 317.6 22 55
 20040108 1200  -3.3   3.9   5.1 319.7 22 55
 20040109 1200  -3.1   4.9   5.8 327.6 22 55
 20040110 1200  -3.7   4.8   6.0 322.0 22 55
 20040111 1200  -4.5   5.0   6.7 317.7 22 55
 20040112 1200  -5.1   4.8   7.0 313.3 22 55
 20040113 1200  -5.8   5.2   7.7 311.9 22 55
 20040114 1200  -2.7   4.6   5.4 329.3 22 55
 20040115 1200  -1.4   6.1   6.3 347.5 22 55
 20040116 1200  -2.7   5.5   6.1 333.7 22 55
 20040117 1200  -3.7   4.7   5.9 321.6 22 55
 20040118 1200  -5.5   2.2   5.9 292.1 22 55
 20040119 1200  -5.4   1.3   5.5 283.6 22 55
 20040120 1200  -4.3   2.7   5.0 301.9 22 55
 20040121 1200  -2.8   1.2   3.0 293.2 22 55
 20040122 1200  -1.4   2.6   3.0 331.1 22 55
 20040123 1200  -5.1   3.0   5.9 300.8 22 55
 20040124 1200  -4.9  -0.9   5.0 259.9 22 55
 20040125 1200  -4.6   2.3   5.1 296.4 22 55
 20040126 1200  -5.5   4.1   6.9 306.8 22 55
 20040127 1200  -5.4   3.2   6.3 300.7 22 55
 20040128 1200  -6.5   2.9   7.2 294.3 22 55
 20040129 1200  -5.3   2.9   6.0 298.2 22 55
 20040130 1200  -4.8   3.8   6.2 308.3 22 55
 20040131 1200  -3.9   2.5   4.6 302.7 22 55
 20040201 1200  -4.0   1.3   4.2 287.9 22 55
 20040202 1200  -2.8  -0.3   2.8 264.1 22 55
 20040203 1200  -4.2   3.4   5.4 309.1 22 55
 20040204 1200  -3.3   2.9   4.4 311.0 22 55
 20040205 1200  -2.9   4.2   5.2 325.4 22 55
 20040206 1200  -3.5   3.0   4.5 310.6 22 55
 20040207 1200  -4.6   2.7   5.3 300.1 22 55
 20040208 1200  -4.7   1.1   4.8 282.7 22 55
 20040209 1200  -5.4   2.6   6.0 295.6 22 55
 20040210 1200  -5.0   3.0   5.9 301.1 22 55
 20040211 1200  -1.0  -0.7   1.2 236.6 22 55
 20040212 1200   0.5   0.2   0.6  67.6 22 55
 20040213 1200  -2.4   2.8   3.7 319.0 22 55
 20040214 1200  -4.9   3.9   6.3 308.3 22 55
 20040215 1200  -3.4   2.7   4.3 308.7 22 55
 20040216 1200  -3.9   3.2   5.1 309.6 22 55
 20040217 1200  -6.2   2.8   6.8 294.0 22 55
 20040218 1200  -5.3   3.6   6.4 304.3 22 55
 20040219 1200  -3.9   4.3   5.8 317.8 22 55
 20040220 1200  -2.7   4.8   5.5 330.6 22 55
 20040221 1200  -3.7   3.4   5.0 312.8 22 55
 20040222 1200  -4.0   0.0   4.0 269.5 22 55
 20040223 1200  -4.5   2.1   5.0 294.7 22 55
 20040224 1200  -5.8   4.0   7.1 304.8 22 55
 20040225 1200  -3.3   2.1   4.0 302.3 22 55
 20040226 1200  -4.1   0.8   4.2 280.8 22 55
 20040227 1200  -4.5   0.1   4.5 271.6 22 55
 20040228 1200  -5.7   3.5   6.7 301.7 22 55
 20040229 1200  -6.7   4.2   7.9 301.9 22 55
 20040301 1200  -6.0   3.9   7.1 302.9 22 55
 20040302 1200  -5.8   5.7   8.2 314.3 22 55
 20040303 1200  -3.4   4.5   5.6 322.8 22 55
 20040304 1200  -1.8   2.1   2.8 318.3 22 55
 20040305 1200  -1.1   1.6   2.0 325.6 22 55
 20040306 1200  -3.4   2.6   4.3 307.5 22 55
 20040307 1200  -4.3   3.6   5.6 310.2 22 55
 20040308 1200  -4.1   1.3   4.3 287.3 22 55
 20040309 1200  -0.1  -0.9   0.9 187.2 22 55
 20040310 1200  -2.3   0.7   2.4 285.9 22 55
 20040311 1200  -3.9  -0.5   4.0 262.9 22 55
 20040312 1200  -3.0  -2.3   3.8 232.4 22 55
 20040313 1200  -0.2  -0.7   0.8 194.3 22 55
 20040314 1200   0.7   3.5   3.5  11.1 22 55
 20040315 1200  -3.4   1.1   3.6 287.6 22 55
 20040316 1200  -3.5   2.8   4.5 309.0 22 55
 20040317 1200  -4.7  -0.1   4.7 269.2 22 55
 20040318 1200  -2.5  -0.1   2.5 267.3 22 55
 20040319 1200  -2.1   1.4   2.5 302.9 22 55
 20040320 1200  -3.0  -2.3   3.8 232.3 22 55
 20040321 1200  -3.0  -1.1   3.3 249.3 22 55
 20040322 1200  -3.4  -1.3   3.6 249.1 22 55
 20040323 1200  -5.2  -3.9   6.5 233.6 22 55
 20040324 1200  -1.4   0.5   1.5 287.3 22 55
 20040325 1200  -2.5   3.2   4.1 322.0 22 55
 20040326 1200  -2.6  -2.7   3.8 223.8 22 55
 20040327 1200  -0.2  -1.5   1.5 186.7 22 55
 20040328 1200  -1.4  -0.2   1.4 259.5 22 55
 20040329 1200  -2.8   0.6   2.9 281.5 22 55
 20040330 1200  -5.1   1.0   5.2 281.5 22 55
 20040331 1200  -4.7   5.5   7.2 319.1 22 55
 20040401 1200  -6.0   0.9   6.0 278.3 22 55
 20040402 1200  -5.3   2.7   6.0 296.4 22 55
 20040403 1200  -6.8   3.2   7.5 295.0 22 55
 20040404 1200  -6.0   3.0   6.7 297.0 22 55
 20040405 1200  -5.1   3.1   6.0 301.4 22 55
 20040406 1200  -5.5   3.4   6.5 301.7 22 55
 20040407 1200  -4.5   4.7   6.6 316.0 22 55
 20040408 1200  -3.4   3.6   4.9 317.3 22 55
 20040409 1200  -5.3   3.3   6.2 302.2 22 55
 20040410 1200  -5.1   4.6   6.9 312.0 22 55
 20040411 1200  -6.0   3.8   7.1 302.0 22 55
 20040412 1200  -4.7   3.8   6.0 309.1 22 55
 20040413 1200  -4.3   5.0   6.6 318.9 22 55
 20040414 1200  -4.0   3.5   5.3 310.8 22 55
 20040415 1200  -5.1   4.4   6.7 310.4 22 55
 20040416 1200  -4.5   2.9   5.4 302.8 22 55
 20040417 1200  -5.2   2.1   5.6 292.4 22 55
 20040418 1200  -6.4   2.8   7.0 293.2 22 55
 20040419 1200  -5.7   4.2   7.1 306.0 22 55
 20040420 1200  -5.7   4.0   6.9 304.8 22 55
 20040421 1200  -5.4   3.7   6.5 304.4 22 55
 20040422 1200  -4.7   1.3   4.8 285.5 22 55
 20040423 1200  -5.1   1.6   5.3 287.4 22 55
 20040424 1200  -5.3   2.7   6.0 297.0 22 55
 20040425 1200  -4.6   3.0   5.5 303.4 22 55
 20040426 1200  -6.9   4.6   8.3 303.7 22 55
 20040427 1200  -6.6   3.7   7.6 299.4 22 55
 20040428 1200  -7.6   3.4   8.3 293.9 22 55
 20040429 1200  -7.8   3.6   8.6 294.6 22 55
 20040430 1200  -7.7   4.8   9.1 302.2 22 55
 20040501 1200  -5.5   4.1   6.9 307.0 22 55
 20040502 1200  -2.8   2.5   3.8 311.1 22 55
 20040503 1200  -3.4  -0.3   3.4 264.8 22 55
 20040504 1200  -5.2   2.4   5.7 295.1 22 55
 20040505 1200  -5.0   4.5   6.7 312.1 22 55
 20040506 1200  -5.6   2.7   6.2 296.1 22 55
 20040507 1200  -5.7   2.6   6.3 294.7 22 55
 20040508 1200  -4.5   4.4   6.3 314.1 22 55
 20040509 1200  -4.2   3.9   5.7 312.9 22 55
 20040510 1200  -3.8   3.8   5.4 315.4 22 55
 20040511 1200  -5.8   3.8   6.9 303.0 22 55
 20040512 1200  -5.4   3.8   6.6 305.2 22 55
 20040513 1200  -5.8   3.7   6.8 302.7 22 55
 20040514 1200  -5.3   4.3   6.8 309.3 22 55
 20040515 1200  -3.6   4.1   5.4 318.4 22 55
 20040516 1200  -4.6   4.2   6.2 312.2 22 55
 20040517 1200  -5.6   3.3   6.5 300.6 22 55
 20040518 1200  -4.8   3.9   6.2 308.6 22 55
 20040519 1200  -4.5   4.5   6.3 314.5 22 55
 20040520 1200  -5.1   4.0   6.5 308.4 22 55
 20040521 1200  -6.4   2.0   6.7 287.3 22 55
 20040522 1200  -7.0   2.4   7.3 289.0 22 55
 20040523 1200  -7.2   3.1   7.8 293.4 22 55
 20040524 1200  -7.1   1.3   7.2 280.3 22 55
 20040525 1200  -4.2   2.6   5.0 302.2 22 55
 20040526 1200  -5.3   3.0   6.1 299.8 22 55
 20040527 1200  -4.4   2.7   5.2 301.8 22 55
 20040528 1200  -5.8   3.3   6.7 299.2 22 55
 20040529 1200  -6.1   4.5   7.6 306.4 22 55
 20040530 1200  -5.1   2.0   5.5 291.9 22 55
 20040531 1200  -5.6   1.4   5.8 284.2 22 55
 20040601 1200  -4.9   4.2   6.5 310.9 22 55
 20040602 1200  -4.8   3.9   6.1 309.1 22 55
 20040603 1200  -5.5   3.1   6.3 299.8 22 55
 20040604 1200  -5.5   1.6   5.7 286.6 22 55
 20040605 1200  -4.8   4.0   6.2 309.7 22 55
 20040606 1200  -5.5   4.2   7.0 307.0 22 55
 20040607 1200  -6.1   3.0   6.8 296.6 22 55
 20040608 1200  -6.4   0.8   6.4 277.1 22 55
 20040609 1200  -5.8   1.7   6.0 286.2 22 55
 20040610 1200  -5.2   3.8   6.4 306.2 22 55
 20040611 1200  -6.0   3.4   6.8 299.6 22 55
 20040612 1200  -6.1   2.1   6.5 288.6 22 55
 20040613 1200  -4.8   1.6   5.0 288.5 22 55
 20040614 1200  -4.8   4.2   6.4 311.8 22 55
 20040615 1200  -5.9   3.4   6.8 300.3 22 55
 20040616 1200  -5.3   2.3   5.7 293.4 22 55
 20040617 1200  -3.9   2.1   4.5 298.7 22 55
 20040618 1200  -3.6   3.9   5.3 317.3 22 55
 20040619 1200  -4.7   3.0   5.6 303.1 22 55
 20040620 1200  -6.7   3.2   7.4 295.4 22 55
 20040621 1200  -6.8   3.1   7.5 294.8 22 55
 20040622 1200  -7.2   1.8   7.4 283.8 22 55
 20040623 1200  -6.0   1.7   6.2 285.4 22 55
 20040624 1200  -4.5   2.9   5.4 302.8 22 55
 20040625 1200  -4.8   2.2   5.3 294.7 22 55
 20040626 1200  -5.7   2.3   6.1 292.0 22 55
 20040627 1200  -6.2   2.6   6.8 293.0 22 55
 20040628 1200  -6.0   3.8   7.1 302.1 22 55
 20040629 1200  -5.1   5.0   7.1 314.2 22 55
 20040630 1200  -4.0   3.1   5.0 308.4 22 55
 20040701 1200  -5.0   1.6   5.2 287.7 22 55
 20040702 1200  -6.3   2.7   6.9 293.3 22 55
 20040703 1200  -5.9   3.9   7.1 303.6 22 55
 20040704 1200  -5.3   3.3   6.2 301.9 22 55
 20040705 1200  -5.8   2.7   6.4 295.3 22 55
 20040706 1200  -5.7   2.2   6.1 291.2 22 55
 20040707 1200  -5.7   2.1   6.1 290.5 22 55
 20040708 1200  -4.9   1.0   5.0 281.1 22 55
 Time: 1200  4 Nov 2004 to 1200 26 Feb 2006 (index  3848 to  4327,  480 times)
 Depth (M):       -4    -4    -4    -4 QUALITY and SOURCE
 YYYYMMDD HHMM  UWND  VWND  WSPD  WDIR SD SD
 20041104 1200  -4.2   3.1   5.2 306.2 11 55
 20041105 1200  -2.7   4.0   4.8 326.4 11 55
 20041106 1200  -1.4   2.7   3.1 332.3 11 55
 20041107 1200  -2.0   2.3   3.0 319.4 11 55
 20041108 1200  -3.4   3.0   4.5 312.0 11 55
 20041109 1200  -4.1   3.5   5.3 310.6 11 55
 20041110 1200  -4.4   3.4   5.6 307.8 11 55
 20041111 1200  -4.4   3.3   5.5 307.2 11 55
 20041112 1200  -2.8   4.8   5.6 330.2 11 55
 20041113 1200  -3.3   4.3   5.5 322.2 11 55
 20041114 1200  -3.9   3.1   5.0 308.6 11 55
 20041115 1200  -4.2   3.4   5.3 308.9 11 55
 20041116 1200  -4.0   5.0   6.4 321.0 11 55
 20041117 1200  -4.3   4.5   6.2 316.8 11 55
 20041118 1200  -4.5   3.5   5.7 308.0 11 55
 20041119 1200  -3.7   5.0   6.3 323.3 11 55
 20041120 1200  -5.1   3.8   6.4 306.3 11 55
 20041121 1200  -5.9   4.0   7.1 303.8 11 55
 20041122 1200  -5.1   4.9   7.1 313.9 11 55
 20041123 1200  -4.3   4.8   6.5 318.5 11 55
 20041124 1200  -4.1   3.6   5.5 311.5 11 55
 20041125 1200  -4.2   3.2   5.3 307.2 11 55
 20041126 1200  -4.6   4.2   6.2 312.5 11 55
 20041127 1200  -5.4   4.4   7.0 309.2 11 55
 20041128 1200  -4.5   3.9   6.0 310.3 11 55
 20041129 1200  -4.4   3.8   5.8 310.8 11 55
 20041130 1200  -4.7   4.0   6.2 310.6 11 55
 20041201 1200  -4.0   4.1   5.7 316.0 11 55
 20041202 1200  -3.9   4.1   5.7 316.8 11 55
 20041203 1200  -4.4   3.9   5.8 311.5 11 55
 20041204 1200  -3.6   4.1   5.5 318.3 11 55
 20041205 1200  -3.6   3.7   5.2 316.3 11 55
 20041206 1200  -2.8   4.6   5.3 329.0 11 55
 20041207 1200  -2.2   3.6   4.3 328.1 11 55
 20041208 1200  -3.2   3.5   4.8 317.3 11 55
 20041209 1200  -2.8   2.7   3.9 314.1 11 55
 20041210 1200  -2.4   6.4   6.8 339.8 11 55
 20041211 1200  -2.6   5.9   6.4 336.2 11 55
 20041212 1200  -3.5   4.2   5.5 320.2 11 55
 20041213 1200  -4.7   2.2   5.2 295.6 11 55
 20041214 1200  -3.9   3.2   5.1 309.4 11 55
 20041215 1200  -3.1   5.3   6.2 329.6 11 55
 20041216 1200  -2.2   5.8   6.2 338.9 11 55
 20041217 1200  -4.1   4.0   5.7 313.9 11 55
 20041218 1200  -4.4   3.1   5.4 304.8 11 55
 20041219 1200  -4.0   3.3   5.1 309.7 11 55
 20041220 1200  -4.0   4.8   6.2 320.0 11 55
 20041221 1200  -4.7   5.4   7.2 318.8 11 55
 20041222 1200  -4.9   4.0   6.3 308.7 11 55
 20041223 1200  -4.4   5.7   7.1 322.4 11 55
 20041224 1200  -4.3   6.3   7.7 325.6 11 55
 20041225 1200  -4.1   4.6   6.2 318.5 11 55
 20041226 1200  -4.8   3.6   6.0 306.6 11 55
 20041227 1200  -5.2   4.4   6.8 310.0 11 55
 20041228 1200  -4.8   5.2   7.1 317.3 11 55
 20041229 1200  -4.6   4.7   6.5 315.5 11 55
 20041230 1200  -3.9   3.5   5.2 311.9 11 55
 20041231 1200  -3.0   4.7   5.5 327.3 11 55
 20050101 1200  -4.6   4.1   6.1 311.5 11 55
 20050102 1200  -5.0   2.1   5.4 293.4 11 55
 20050103 1200  -3.3   3.1   4.5 313.3 11 55
 20050104 1200  -3.2   4.5   5.5 325.0 11 55
 20050105 1200  -3.2   5.5   6.3 329.9 11 55
 20050106 1200  -2.6   4.4   5.1 329.8 11 55
 20050107 1200  -3.0   3.9   4.9 323.0 11 55
 20050108 1200  -4.3   5.2   6.7 320.6 11 55
 20050109 1200  -3.6   6.3   7.2 330.0 11 55
 20050110 1200  -1.0   5.8   5.8 350.4 11 55
 20050111 1200  -1.4   5.3   5.5 345.2 11 55
 20050112 1200  -3.3   4.8   5.8 325.6 11 55
 20050113 1200  -2.8   4.3   5.1 327.3 11 55
 20050114 1200  -1.8   5.4   5.7 341.4 11 55
 20050115 1200  -2.1   4.9   5.3 336.6 11 55
 20050116 1200  -1.6   5.1   5.4 342.7 11 55
 20050117 1200  -1.2   4.8   4.9 346.2 11 55
 20050118 1200  -3.8   5.2   6.4 323.9 11 55
 20050119 1200  -3.6   4.7   5.9 322.6 11 55
 20050120 1200  -3.4   5.4   6.4 327.8 11 55
 20050121 1200  -3.3   3.8   5.0 318.6 11 55
 20050122 1200  -2.9   3.0   4.2 315.9 11 55
 20050123 1200  -4.0   4.5   6.0 318.1 11 55
 20050124 1200  -6.3   4.0   7.5 302.3 11 55
 20050125 1200  -5.8   3.8   7.0 303.3 11 55
 20050126 1200  -4.5   3.6   5.8 308.6 11 55
 20050127 1200  -5.2   4.5   6.9 311.2 11 55
 20050128 1200  -5.2   4.8   7.1 313.1 11 55
 20050129 1200  -3.2   5.1   6.0 327.3 11 55
 20050130 1200  -3.7   4.7   5.9 321.8 11 55
 20050131 1200  -5.1   3.9   6.4 307.2 11 55
 20050201 1200  -5.4   5.5   7.7 315.6 11 55
 20050202 1200  -4.4   5.1   6.7 319.1 11 55
 20050203 1200  -4.3   4.8   6.5 318.1 11 55
 20050204 1200  -4.9   5.0   7.0 315.2 11 55
 20050205 1200  -4.3   3.5   5.6 309.4 11 55
 20050206 1200  -4.2  -0.1   4.2 268.4 11 55
 20050207 1200  -3.9   0.3   3.9 274.1 11 55
 20050208 1200  -4.7   5.5   7.2 319.6 11 55
 20050209 1200  -4.1   3.4   5.3 309.6 11 55
 20050210 1200  -3.3   3.6   4.9 317.8 11 55
 20050211 1200  -4.0   4.5   6.0 317.8 11 55
 20050212 1200  -5.0   3.3   6.0 303.6 11 55
 20050213 1200  -5.1   3.1   5.9 301.5 11 55
 20050214 1200  -4.8   0.7   4.9 278.5 11 55
 20050215 1200  -4.2   3.4   5.4 308.4 11 55
 20050216 1200  -4.4   4.8   6.5 317.3 11 55
 20050217 1200  -4.7   3.3   5.8 304.9 11 55
 20050218 1200  -4.4   1.2   4.6 285.3 11 55
 20050219 1200  -4.4   2.1   4.9 295.3 11 55
 20050220 1200  -5.3   5.6   7.7 316.1 11 55
 20050221 1200  -4.8   4.5   6.6 312.6 11 55
 20050222 1200  -3.6   2.3   4.2 302.5 11 55
 20050223 1200  -2.9   0.0   2.9 269.2 11 55
