 Location:  0N 140W  15 Sep 2006 to 24 Jun 2013 ( 2475 times,  7 blocks) Gen. Date Mar  3 2014
 Units: Sea Level Pressure (hPa),  -9.90 = missing
 Time: 1200 15 Sep 2006 to 1200 17 Nov 2006 (index     1 to    64,   64 times)
 Depth (M):        -3 QUALITY and SOURCE
 YYYYMMDD HHMM    SLP Q S
 20090222 1200 1009.7 2 5
 20090223 1200 1010.0 2 5
 20090224 1200 1010.1 2 5
 20090225 1200 1009.2 2 5
 20090226 1200 1008.6 2 5
 20090227 1200 1008.5 2 5
 20090228 1200 1008.1 2 5
 20090301 1200 1008.4 2 5
 20090302 1200 1009.4 2 5
 20090303 1200 1009.7 2 5
 20090304 1200 1009.2 2 5
 20090305 1200 1009.0 2 5
 20090306 1200 1009.6 2 5
 20090307 1200 1009.3 2 5
 20090308 1200 1009.2 2 5
 20090309 1200 1010.2 2 5
 20090310 1200 1010.6 2 5
 20090311 1200 1010.4 2 5
 20090312 1200 1010.5 2 5
 20090313 1200 1010.6 2 5
 20090314 1200 1010.5 2 5
 20090315 1200 1009.7 2 5
 20090316 1200 1009.2 2 5
 20090317 1200 1009.6 2 5
 20090318 1200 1009.1 2 5
 20090319 1200 1008.4 2 5
 20090320 1200 1008.7 2 5
 20090321 1200 1009.9 2 5
 20090322 1200 1011.2 2 5
 20090323 1200 1011.4 2 5
 20090324 1200 1011.0 2 5
 20090325 1200 1010.7 2 5
 20090326 1200 1010.5 2 5
 20090327 1200 1010.8 2 5
 20090328 1200 1010.7 2 5
 20090329 1200 1009.8 2 5
 20090330 1200 1009.9 2 5
 20090331 1200 1011.5 2 5
 20090401 1200 1011.4 2 5
 20090402 1200 1010.8 2 5
 20090403 1200 1009.6 2 5
 20090404 1200 1009.2 2 5
 20090405 1200 1009.8 2 5
 20090406 1200 1010.1 2 5
 20090407 1200 1010.7 2 5
 20090408 1200 1011.2 2 5
 20090409 1200 1011.7 2 5
 20090410 1200 1011.2 2 5
 20090411 1200 1010.6 2 5
 20090412 1200 1011.4 2 5
 20090413 1200 1010.7 2 5
 20090414 1200 1009.2 2 5
 20090415 1200 1008.7 2 5
 20090416 1200 1009.0 2 5
 20090417 1200 1009.6 2 5
 20090418 1200 1008.5 2 5
 20090419 1200 1008.1 2 5
 20090420 1200 1008.7 2 5
 20090421 1200 1009.6 2 5
 20090422 1200 1010.6 2 5
 20090423 1200 1010.1 2 5
 20090424 1200 1009.0 2 5
 20090425 1200 1010.0 2 5
 20090426 1200 1010.1 2 5
 20090427 1200 1010.3 2 5
 20090428 1200 1010.1 2 5
 20090429 1200 1011.1 2 5
 20090430 1200 1011.3 2 5
 20090501 1200 1011.7 2 5
 20090502 1200 1012.0 2 5
 20090503 1200 1012.5 2 5
 20090504 1200 1011.7 2 5
 20090505 1200 1010.8 2 5
 20090506 1200 1009.9 2 5
 20090507 1200 1009.2 2 5
 20090508 1200 1008.4 2 5
 20090509 1200 1009.1 2 5
 20090510 1200 1009.6 2 5
 20090511 1200 1008.6 2 5
 20090512 1200 1008.3 2 5
 20090513 1200 1009.2 2 5
 20090514 1200 1009.9 2 5
 20090515 1200 1009.6 2 5
 20090516 1200 1009.5 2 5
 20090517 1200 1008.7 2 5
 20090518 1200 1007.9 2 5
 20090519 1200 1008.3 2 5
 20090520 1200 1009.2 2 5
 20090521 1200 1009.7 2 5
 20090522 1200 1009.5 2 5
 20090523 1200 1009.0 2 5
 20090524 1200 1008.7 2 5
 20090525 1200 1009.2 2 5
 20090526 1200 1010.6 2 5
 20090527 1200 1011.8 2 5
 20090528 1200 1011.2 2 5
 20090529 1200 1011.1 2 5
 20090530 1200 1010.6 2 5
 20090531 1200 1009.4 2 5
 20090601 1200 1008.5 2 5
 20090602 1200 1008.3 2 5
 20090603 1200 1008.6 2 5
 20090604 1200 1009.7 2 5
 20090605 1200 1009.4 2 5
 20090606 1200 1009.9 2 5
 20090607 1200 1011.8 2 5
 20090608 1200 1011.2 2 5
 20090609 1200 1010.3 2 5
 20090610 1200 1010.5 2 5
 20090611 1200 1010.9 2 5
 20090612 1200 1011.3 2 5
 20090613 1200 1012.0 2 5
 20090614 1200 1012.3 2 5
 20090615 1200 1011.9 2 5
 20090616 1200 1011.0 2 5
 20090617 1200 1010.3 2 5
 20090618 1200 1009.7 2 5
 20090619 1200 1010.1 2 5
 20090620 1200 1010.7 2 5
 20090621 1200 1011.1 2 5
 20090622 1200 1010.7 2 5
 20090623 1200 1010.3 2 5
 20090624 1200 1010.0 2 5
 20090625 1200 1010.1 2 5
 20090626 1200 1010.0 2 5
 20090627 1200 1010.3 2 5
 20090628 1200 1010.0 2 5
 20090629 1200 1009.5 2 5
 20090630 1200 1009.2 2 5
 20090701 1200 1009.1 2 5
 20090702 1200 1010.1 2 5
 20090703 1200 1010.8 2 5
 20090704 1200 1010.6 2 5
 20090705 1200 1009.9 2 5
 20090706 1200 1009.2 2 5
 20090707 1200 1009.7 2 5
 20090708 1200 1009.8 2 5
 20090709 1200 1009.9 2 5
 20090710 1200 1010.1 2 5
 20090711 1200 1010.2 2 5
 20090712 1200 1010.2 2 5
 20090713 1200 1009.2 2 5
 20090714 1200 1009.2 2 5
 20090715 1200 1008.6 2 5
 20090716 1200 1008.3 2 5
 20090717 1200 1009.7 2 5
 20090718 1200 1009.9 2 5
 20090719 1200 1010.3 2 5
 20090720 1200 1010.5 2 5
 20090721 1200 1010.1 2 5
 20090722 1200 1009.5 2 5
 20090723 1200 1009.6 2 5
 20090724 1200 1009.4 2 5
 20090725 1200 1008.3 2 5
 20090726 1200 1008.9 2 5
 20090727 1200 1009.7 2 5
