 Location:  0N 156E  17 Mar 1998 to  1 Mar 2014 ( 5829 times, 10 blocks) Gen. Date Mar  3 2014
 Units: Sea Level Pressure (hPa),  -9.90 = missing
 Time: 1200 17 Mar 1998 to 1200 18 Jun 1998 (index     1 to    94,   94 times)
 Depth (M):        -2 QUALITY and SOURCE
 YYYYMMDD HHMM    SLP Q S
 20010324 1200 1008.8 1 1
 20010325 1200 1008.6 1 1
 20010326 1200 1008.3 1 1
 20010327 1200 1008.0 1 1
 20010328 1200 1007.5 1 1
 20010329 1200 1007.5 1 1
 20010330 1200 1008.9 1 1
 20010331 1200 1009.5 1 1
 20010401 1200 1009.0 1 1
 20010402 1200 1009.0 1 1
 20010403 1200 1008.9 1 1
 20010404 1200 1008.6 1 1
 20010405 1200 1009.0 1 1
 20010406 1200 1007.9 1 1
 20010407 1200 1007.7 1 1
 20010408 1200 1007.3 1 1
 20010409 1200 1008.4 1 1
 20010410 1200 1008.1 1 1
 20010411 1200 1009.5 1 1
 20010412 1200 1008.9 1 1
 20010413 1200 1009.4 1 1
 20010414 1200 1010.0 1 1
 20010415 1200 1009.1 1 1
 20010416 1200 1008.9 1 1
 20010417 1200 1008.1 1 1
 20010418 1200 1008.8 1 1
 20010419 1200 1009.5 1 1
 20010420 1200 1008.4 1 1
 20010421 1200 1008.2 1 1
 20010422 1200 1008.6 1 1
 20010423 1200 1009.0 1 1
 20010424 1200 1008.0 1 1
 20010425 1200 1007.7 1 1
 20010426 1200 1007.1 1 1
 20010427 1200 1006.1 1 1
 20010428 1200 1006.1 1 1
 20010429 1200 1007.7 1 1
 20010430 1200 1008.7 1 1
 20010501 1200 1008.1 1 1
 20010502 1200 1008.1 1 1
 20010503 1200 1008.2 1 1
 20010504 1200 1008.5 1 1
 20010505 1200 1009.1 1 1
 20010506 1200 1008.3 1 1
 20010507 1200 1008.6 1 1
 20010508 1200 1008.2 1 1
 20010509 1200 1009.1 1 1
 20010510 1200 1008.5 1 1
 20010511 1200 1007.8 1 1
 20010512 1200 1008.8 1 1
 20010513 1200 1009.7 1 1
 20010514 1200 1011.5 1 1
 20010515 1200 1011.2 1 1
 20010516 1200 1011.3 1 1
 20010517 1200 1010.5 1 1
 20010518 1200 1009.9 1 1
 20010519 1200 1009.6 1 1
 20010520 1200 1009.8 1 1
 20010521 1200 1009.4 1 1
 20010522 1200 1009.4 1 1
 20010523 1200 1008.8 1 1
 20010524 1200 1009.6 1 1
 20010525 1200 1010.5 1 1
 20010526 1200 1010.3 1 1
 20010527 1200 1009.8 1 1
 20010528 1200 1010.2 1 1
 20010529 1200 1009.6 1 1
 20010530 1200 1008.5 1 1
 20010531 1200 1009.1 1 1
 20010601 1200 1009.5 1 1
 20010602 1200 1009.6 1 1
 20010603 1200 1008.5 1 1
 20010604 1200 1008.0 1 1
 20010605 1200 1008.2 1 1
 20010606 1200 1007.9 1 1
 20010607 1200 1007.7 1 1
 20010608 1200 1007.7 1 1
 20010609 1200 1008.1 1 1
 20010610 1200 1008.3 1 1
 20010611 1200 1008.9 1 1
 20010612 1200 1009.1 1 1
 20010613 1200 1009.3 1 1
 20010614 1200 1008.3 1 1
 20010615 1200 1008.1 1 1
 20010616 1200 1008.6 1 1
 20010617 1200 1008.7 1 1
 20010618 1200 1007.8 1 1
 20010619 1200 1007.2 1 1
 20010620 1200 1006.5 1 1
 20010621 1200 1006.9 1 1
 20010622 1200 1008.0 1 1
 20010623 1200 1008.8 1 1
 20010624 1200 1007.8 1 1
 20010625 1200 1007.2 1 1
 20010626 1200 1006.3 1 1
 20010627 1200 1006.7 1 1
 20010628 1200 1007.2 1 1
 20010629 1200 1007.3 1 1
 20010630 1200 1008.0 1 1
 20010701 1200 1008.3 1 1
 20010702 1200 1008.2 1 1
 20010703 1200 1009.3 1 1
 20010704 1200 1009.1 1 1
 20010705 1200 1009.6 1 1
 20010706 1200 1009.8 1 1
 20010707 1200 1009.8 1 1
 20010708 1200 1010.1 1 1
 20010709 1200 1010.1 1 1
 20010710 1200 1009.8 1 1
 20010711 1200 1011.5 1 1
 20010712 1200 1010.6 1 1
 20010713 1200 1010.9 1 1
 20010714 1200 1011.1 1 1
 20010715 1200 1010.9 1 1
 20010716 1200 1010.0 1 1
 20010717 1200 1009.2 1 1
 20010718 1200 1009.1 1 1
 20010719 1200 1008.7 1 1
