 Location:  2S 125W   5 Nov 1991 to 23 May 2012 ( 7506 times,  6 blocks) Gen. Date Nov 24 2013
 Units: Winds (M/S), W. Dir (DEG), -99.9 = missing, (1,1) is NE at sqrt(2) m/s
 Time: 1200  5 Nov 1991 to 1200 26 Aug 1996 (index     1 to  1757, 1757 times)
 Depth (M):       -4    -4    -4    -4 QUALITY and SOURCE
 YYYYMMDD HHMM  UWND  VWND  WSPD  WDIR SD SD
 19970303 1200  -4.6   2.5   5.2 298.6 13 55
 19970304 1200  -4.9  -0.2   4.9 268.0 13 55
 19970305 1200  -4.0   1.5   4.3 290.7 13 55
 19970306 1200  -3.7   2.0   4.3 298.7 13 55
 19970307 1200  -4.1   1.8   4.5 293.3 13 55
 19970308 1200  -5.4   0.2   5.4 272.4 13 55
 19970309 1200  -4.7   1.1   4.8 282.6 13 55
 19970310 1200  -5.5   1.3   5.7 283.2 13 55
 19970311 1200  -3.5   1.9   4.0 298.2 13 55
 19970312 1200  -4.0  -0.2   4.1 267.0 13 55
 19970313 1200  -2.9  -2.5   3.9 228.7 13 55
 19970314 1200  -3.8   1.7   4.2 294.6 13 55
 19970315 1200  -4.8   1.5   5.0 287.2 13 55
 19970316 1200  -4.1  -1.1   4.2 255.0 13 55
 19970317 1200  -1.8  -2.6   3.1 215.3 13 55
 19970318 1200  -3.1   1.0   3.3 288.5 13 55
 19970319 1200  -0.7   2.3   2.4 344.0 13 55
 19970320 1200   2.2  -2.4   3.3 137.5 13 55
 19970321 1200   0.0  -1.3   1.3 179.8 13 55
 19970322 1200  -1.6  -2.2   2.7 217.2 13 55
 19970323 1200  -4.6   1.4   4.8 286.7 13 55
 19970324 1200  -4.5   0.0   4.5 269.5 13 55
 19970325 1200  -4.4   0.3   4.4 273.6 13 55
 19970326 1200  -4.5   0.2   4.5 272.9 13 55
 19970327 1200  -6.5   0.3   6.5 272.6 13 55
 19970328 1200  -6.1   1.1   6.2 280.6 13 55
 19970329 1200  -5.1  -0.1   5.1 268.9 13 55
 19970330 1200  -3.3  -0.2   3.3 265.9 13 55
 19970331 1200  -5.0   1.5   5.2 286.7 13 55
 19970401 1200  -5.4   1.7   5.7 287.6 13 55
 19970402 1200  -5.7   0.8   5.8 277.9 13 55
 19970403 1200  -6.2   0.5   6.2 274.6 13 55
 19970404 1200  -0.6   0.1   0.6 276.6 13 55
 19970405 1200  -2.3   2.9   3.7 321.6 13 55
 19970406 1200  -4.2   2.0   4.6 295.4 13 55
 19970407 1200  -4.6   0.5   4.7 275.8 13 55
 19970408 1200  -5.4  -1.5   5.6 254.8 13 55
 19970409 1200 -99.9 -99.9 -99.9 -99.9 00 00
 19970410 1200  -6.1  -1.3   6.3 257.7 12 55
 19970411 1200  -5.6  -1.0   5.7 260.1 12 55
 19970412 1200  -4.6  -1.8   5.0 249.1 12 55
 19970413 1200  -4.6  -1.2   4.7 255.8 12 55
 19970414 1200  -4.2  -2.5   4.8 238.9 12 55
 19970415 1200  -4.3   0.9   4.4 281.8 12 55
 19970416 1200  -4.1   1.2   4.3 286.6 12 55
 19970417 1200  -2.6   0.7   2.6 285.0 12 55
 19970418 1200  -1.4   0.9   1.7 303.9 12 55
 19970419 1200  -2.8   2.7   3.9 313.8 12 55
 19970420 1200  -4.0   2.0   4.5 296.8 12 55
 19970421 1200  -4.3   1.7   4.6 291.4 12 55
 19970422 1200  -5.2   1.1   5.3 281.6 12 55
 19970423 1200  -4.3   0.0   4.3 269.5 12 55
 19970424 1200  -4.1   0.5   4.1 276.4 12 55
 19970425 1200  -3.5   0.6   3.5 279.6 12 55
 19970426 1200  -2.4   0.1   2.4 272.1 12 55
 19970427 1200  -4.4  -1.0   4.5 256.9 12 55
 19970428 1200  -6.6   0.8   6.7 276.5 12 55
 19970429 1200  -5.7   1.8   6.0 287.0 12 55
 19970430 1200  -6.7   1.8   7.0 284.7 12 55
 19970501 1200  -3.6  -2.8   4.5 231.8 12 55
 19970502 1200  -2.1  -1.4   2.6 235.8 12 55
 19970503 1200  -4.6  -1.6   4.9 251.2 12 55
 19970504 1200  -6.0   0.6   6.0 275.5 12 55
 19970505 1200  -6.8   3.2   7.5 295.0 12 55
 19970506 1200  -4.5   0.3   4.5 274.3 12 55
 19970507 1200   0.0   0.0   0.0 339.1 12 55
 19970508 1200  -0.4   0.4   0.5 315.7 12 55
 19970509 1200  -2.9  -2.2   3.6 232.2 12 55
 19970510 1200  -0.4   0.1   0.4 286.1 12 55
 19970511 1200  -3.8   3.1   4.9 308.9 12 55
 19970512 1200  -6.6   2.0   6.9 287.1 12 55
 19970513 1200  -6.9   1.8   7.1 284.2 12 55
 19970514 1200  -5.6   2.6   6.2 295.1 12 55
 19970515 1200  -4.9   2.6   5.6 298.3 12 55
 19970516 1200  -7.6   2.2   7.9 286.2 12 55
 19970517 1200  -7.1   1.4   7.2 280.8 12 55
 19970518 1200  -6.4   2.0   6.7 287.5 12 55
 19970519 1200  -6.4   0.7   6.5 275.8 12 55
 19970520 1200  -5.1   0.2   5.1 271.8 12 55
 19970521 1200  -4.9   1.9   5.2 291.6 12 55
 19970522 1200  -5.3   0.2   5.3 272.5 12 55
 19970523 1200  -6.5   3.0   7.1 294.8 12 55
 19970524 1200  -6.2   1.7   6.4 285.1 12 55
 19970525 1200  -6.3   1.4   6.5 282.8 12 55
 19970526 1200  -7.4   1.8   7.6 283.5 12 55
 19970527 1200  -6.4   2.2   6.8 288.7 12 55
 19970528 1200  -6.9   0.9   7.0 277.9 12 55
 19970529 1200  -5.8   0.9   5.8 278.8 12 55
 19970530 1200  -6.9   1.4   7.0 281.2 12 55
 19970531 1200  -6.8   2.5   7.2 289.8 12 55
 19970601 1200  -6.4   3.1   7.1 295.8 12 55
 19970602 1200  -4.7   1.9   5.1 292.2 12 55
 19970603 1200  -4.0  -0.2   4.0 267.7 12 55
 19970604 1200  -3.4  -0.9   3.5 255.8 12 55
 19970605 1200  -2.2   1.1   2.5 296.5 12 55
 19970606 1200  -4.7   2.8   5.5 301.2 12 55
 19970607 1200  -4.3   3.5   5.5 309.0 12 55
 19970608 1200  -3.4   1.9   3.9 298.8 12 55
 19970609 1200  -4.7   0.9   4.8 281.1 12 55
 19970610 1200  -4.5   0.0   4.5 270.0 12 55
 19970611 1200  -3.4   0.2   3.4 273.7 12 55
 19970612 1200  -3.4   2.6   4.3 307.5 12 55
 19970613 1200  -4.0   0.9   4.1 283.2 12 55
 19970614 1200  -3.5   3.3   4.8 313.1 12 55
 19970615 1200  -5.0   3.7   6.3 306.4 12 55
 19970616 1200  -5.3   0.6   5.3 276.7 12 55
 19970617 1200  -5.4   2.5   5.9 294.7 12 55
 19970618 1200  -7.2   3.2   7.8 294.4 12 55
 19970619 1200  -6.4   3.0   7.1 295.4 12 55
 19970620 1200  -6.8   2.3   7.2 288.8 12 55
 19970621 1200  -6.5   3.2   7.2 295.9 12 55
 19970622 1200  -7.0   2.8   7.6 291.6 12 55
 19970623 1200  -6.8   1.0   6.9 278.2 12 55
 19970624 1200  -7.6   0.9   7.6 277.0 12 55
 19970625 1200  -7.1   1.6   7.3 282.5 12 55
 19970626 1200  -6.1   3.3   6.9 298.4 12 55
 19970627 1200  -4.6   2.0   5.0 293.5 12 55
 19970628 1200  -6.2   1.0   6.2 279.3 12 55
 19970629 1200  -7.7   2.0   8.0 284.9 12 55
 19970630 1200  -6.5   2.7   7.0 292.3 12 55
 19970701 1200  -7.4   2.0   7.7 285.5 12 55
 19970702 1200  -7.6   3.6   8.4 295.2 12 55
 19970703 1200  -8.1   4.0   9.0 296.2 12 55
 19970704 1200  -7.0   1.9   7.3 285.4 12 55
 19970705 1200  -7.0   3.0   7.6 293.3 12 55
 19970706 1200  -8.4   4.2   9.4 296.2 12 55
 19970707 1200  -8.8   3.6   9.6 292.2 12 55
 19970708 1200  -8.7   3.8   9.5 293.4 12 55
 19970709 1200  -9.3   3.4   9.9 290.2 12 55
 19970710 1200  -8.6   3.1   9.1 289.6 12 55
 19970711 1200  -7.2   4.0   8.2 298.9 12 55
 19970712 1200  -4.0   3.5   5.3 311.3 12 55
 19970713 1200  -5.2   4.8   7.1 312.5 12 55
 19970714 1200  -6.9   3.7   7.8 298.2 12 55
 19970715 1200  -8.0   2.1   8.2 284.8 12 55
 19970716 1200  -7.4   2.3   7.7 287.1 12 55
 19970717 1200  -8.3   3.9   9.2 295.2 12 55
 19970718 1200  -7.5   2.7   8.0 290.1 12 55
 19970719 1200  -8.2   1.9   8.4 283.4 12 55
 19970720 1200  -8.0   1.9   8.2 283.2 12 55
 19970721 1200  -7.4   0.6   7.5 274.7 12 55
 19970722 1200  -7.6   1.8   7.9 283.4 12 55
 19970723 1200  -6.1   4.5   7.6 306.2 12 55
 19970724 1200  -2.8   6.3   6.9 336.0 12 55
 19970725 1200  -0.6   7.2   7.2 355.2 12 55
 19970726 1200  -2.3   1.0   2.5 293.6 12 55
 19970727 1200  -7.0   1.1   7.1 279.2 12 55
 19970728 1200  -7.4   1.1   7.5 278.7 12 55
 19970729 1200  -7.6   3.0   8.2 291.4 12 55
 19970730 1200  -7.5   1.1   7.5 278.1 12 55
 19970731 1200  -7.7   1.4   7.8 280.3 12 55
 19970801 1200  -6.0   1.5   6.2 283.8 12 55
 19970802 1200  -7.2   1.5   7.4 281.4 12 55
 19970803 1200  -7.3   2.6   7.8 289.8 12 55
 19970804 1200  -5.3   3.1   6.1 300.0 12 55
 19970805 1200  -5.2   2.9   6.0 298.9 12 55
 19970806 1200  -5.5   2.1   5.9 291.1 12 55
 19970807 1200  -4.1   1.4   4.3 288.2 12 55
 19970808 1200  -5.1   0.9   5.2 280.3 12 55
 19970809 1200  -5.1   3.9   6.4 307.0 12 55
 19970810 1200  -5.0   3.5   6.1 305.1 12 55
 19970811 1200  -5.2   2.4   5.8 294.7 12 55
 19970812 1200  -4.5   2.0   4.9 294.2 12 55
 19970813 1200  -4.9   2.3   5.4 294.9 12 55
 19970814 1200  -4.7   3.1   5.6 303.4 12 55
 19970815 1200  -5.0   2.5   5.6 296.1 12 55
 19970816 1200  -6.4   3.1   7.1 296.4 12 55
 19970817 1200  -7.0   3.3   7.8 294.9 12 55
 19970818 1200  -6.6   4.6   8.1 305.0 12 55
 19970819 1200  -4.9   3.6   6.1 306.6 12 55
 19970820 1200  -5.4   2.6   6.0 296.1 12 55
 19970821 1200  -6.8   2.2   7.1 288.3 12 55
 19970822 1200  -7.1   0.4   7.1 273.3 12 55
 19970823 1200  -6.8   1.5   7.0 282.3 12 55
 19970824 1200  -6.3   3.6   7.3 300.1 12 55
 19970825 1200  -4.8   2.5   5.3 297.4 12 55
 19970826 1200  -6.5   2.8   7.1 293.2 12 55
 19970827 1200  -6.9   3.5   7.7 297.0 12 55
 19970828 1200  -5.8   3.8   6.9 302.9 12 55
 19970829 1200  -6.0   3.3   6.8 299.3 12 55
 19970830 1200  -5.5   1.4   5.7 283.7 12 55
 19970831 1200  -4.6   0.9   4.7 281.2 12 55
 19970901 1200  -4.0   0.1   4.0 271.4 12 55
 19970902 1200  -4.0   1.6   4.3 292.1 12 55
 19970903 1200  -5.6   1.4   5.8 284.2 12 55
 19970904 1200  -5.8   1.2   6.0 281.5 12 55
 19970905 1200  -6.5   1.5   6.7 282.8 12 55
 19970906 1200  -6.8   1.6   7.0 283.4 12 55
 19970907 1200  -8.2   2.2   8.5 285.1 12 55
 19970908 1200  -7.8   2.3   8.1 286.3 12 55
 19970909 1200  -7.6   2.6   8.0 288.6 12 55
 19970910 1200  -7.2   4.1   8.3 299.3 12 55
 19970911 1200  -6.7   4.3   8.0 302.7 12 55
 19970912 1200  -5.7   3.6   6.8 302.0 12 55
 19970913 1200  -6.1   3.7   7.2 300.9 12 55
 19970914 1200  -5.0   2.6   5.6 297.1 12 55
 19970915 1200  -5.5   2.1   5.9 291.1 12 55
 19970916 1200  -5.8   2.1   6.2 289.9 12 55
 19970917 1200  -5.4   1.2   5.6 282.7 12 55
 19970918 1200  -6.2   1.4   6.3 282.7 12 55
 19970919 1200  -5.9   3.5   6.8 300.7 12 55
 19970920 1200  -4.8   5.0   6.9 316.1 12 55
 19970921 1200  -5.3   5.2   7.5 314.4 12 55
 19970922 1200  -5.7   2.8   6.3 295.9 12 55
 19970923 1200  -3.8   3.7   5.3 314.2 12 55
 19970924 1200  -5.3   3.3   6.2 301.8 12 55
 19970925 1200  -6.3   3.8   7.4 301.2 12 55
 19970926 1200  -6.8   0.7   6.9 276.0 12 55
 19970927 1200  -5.8  -0.4   5.8 266.0 12 55
 19970928 1200  -5.7   1.2   5.8 281.9 12 55
 19970929 1200  -6.0   3.6   7.1 300.9 12 55
 19970930 1200  -6.8   3.8   7.7 299.0 12 55
 19971001 1200  -5.8   0.9   5.9 279.1 12 55
 19971002 1200  -5.2   1.1   5.3 281.5 12 55
 19971003 1200  -3.8   1.7   4.1 294.1 12 55
 19971004 1200  -4.5   2.1   4.9 295.0 12 55
 19971005 1200  -5.6   1.8   5.9 287.6 12 55
 19971006 1200  -6.3   1.5   6.5 283.5 12 55
 19971007 1200  -5.9   1.5   6.1 284.2 12 55
 19971008 1200  -6.9   0.3   6.9 272.5 12 55
 19971009 1200 -99.9 -99.9 -99.9 -99.9 00 00
 19971010 1200  -6.0   4.0   7.2 303.4 12 11
 19971011 1200  -5.5   4.2   6.9 307.0 12 55
 19971012 1200  -4.7   3.1   5.7 303.4 12 55
 19971013 1200  -4.5   2.9   5.3 302.7 12 55
 19971014 1200  -4.5   2.2   5.1 296.3 12 55
 19971015 1200  -5.9   2.0   6.3 288.9 12 55
 19971016 1200  -6.5   0.8   6.6 276.7 12 55
 19971017 1200  -5.8   3.1   6.6 298.3 12 55
 19971018 1200  -5.8   2.7   6.4 295.1 12 55
 19971019 1200  -6.5   2.6   7.0 291.6 12 55
 19971020 1200  -7.5   3.1   8.1 292.6 12 55
 19971021 1200  -8.1   2.5   8.5 287.2 12 55
 19971022 1200  -6.5   2.9   7.2 294.3 12 55
 19971023 1200  -7.2   1.1   7.2 278.4 12 55
 19971024 1200  -7.0   2.1   7.3 286.6 12 55
 19971025 1200  -6.9   4.7   8.3 304.4 12 55
 19971026 1200  -6.8   3.9   7.9 299.7 12 55
 19971027 1200  -6.8   3.7   7.7 298.4 12 55
 19971028 1200  -6.8   3.6   7.7 298.1 12 55
 19971029 1200  -5.7   3.1   6.5 298.7 12 55
 19971030 1200  -6.4   3.2   7.2 296.9 12 55
 19971031 1200  -6.8   3.2   7.5 295.4 12 55
 19971101 1200  -4.8   3.2   5.8 303.6 12 55
 19971102 1200  -4.0   4.5   6.0 318.7 12 55
 19971103 1200  -3.9   3.1   5.0 309.0 12 55
 19971104 1200  -3.1   1.9   3.6 301.3 12 55
 19971105 1200  -5.6   2.6   6.1 295.1 12 55
 19971106 1200  -4.3   2.0   4.8 294.3 12 55
 19971107 1200  -4.7   0.2   4.7 272.2 12 55
 19971108 1200  -5.7   2.6   6.3 294.8 12 55
 19971109 1200  -5.1   4.5   6.8 311.3 12 55
 19971110 1200  -3.4   2.7   4.3 308.0 12 55
 19971111 1200  -4.6   2.6   5.2 299.3 12 55
 19971112 1200  -5.7   2.5   6.2 293.8 12 55
 19971113 1200  -1.1   2.1   2.3 332.4 12 55
 19971114 1200  -2.1   0.2   2.1 275.6 12 55
 19971115 1200  -4.7   0.4   4.7 274.7 12 55
 19971116 1200  -5.4   0.5   5.5 275.7 12 55
 19971117 1200  -5.8   3.0   6.5 297.9 12 55
 19971118 1200  -5.8   3.0   6.5 296.9 12 55
 19971119 1200  -6.5   4.3   7.8 303.3 12 55
 19971120 1200  -5.6   4.3   7.1 307.2 12 55
 19971121 1200   0.6   4.8   4.9   6.9 12 55
 19971122 1200  -3.9   4.3   5.8 317.4 12 55
 19971123 1200  -5.3   3.1   6.2 300.5 12 55
 19971124 1200  -5.3   0.6   5.3 276.4 12 55
 19971125 1200  -4.8   0.9   4.9 280.7 12 55
 19971126 1200  -6.1   3.2   6.9 297.5 12 55
 19971127 1200  -5.7   3.4   6.6 300.4 12 55
 19971128 1200  -6.0   1.4   6.1 283.4 12 55
 19971129 1200  -7.5   2.4   7.9 287.4 12 55
 19971130 1200  -6.3   2.5   6.8 291.5 12 55
 19971201 1200  -6.8   2.6   7.3 291.3 12 55
 19971202 1200  -6.5   3.7   7.5 299.9 12 55
 19971203 1200  -6.4   4.2   7.7 303.0 12 55
 19971204 1200  -5.0   4.4   6.6 311.6 12 55
 19971205 1200  -2.7   3.5   4.5 322.7 12 55
 19971206 1200  -1.2   1.3   1.8 318.6 12 55
 19971207 1200  -6.1   2.5   6.6 292.2 12 55
 19971208 1200  -5.2   3.0   6.0 300.2 12 55
 19971209 1200  -2.5   0.1   2.5 273.4 12 55
 19971210 1200  -4.0   2.9   4.9 305.6 12 55
 19971211 1200  -4.2   4.1   5.9 314.4 12 55
 19971212 1200  -4.8   2.6   5.5 298.1 12 55
 19971213 1200  -5.9   2.7   6.5 294.5 12 55
 19971214 1200  -4.8   4.8   6.8 315.0 12 55
 19971215 1200  -4.9   4.2   6.5 310.9 12 55
 19971216 1200  -6.2   3.3   7.0 297.7 12 55
 19971217 1200  -6.4   2.8   7.0 293.3 12 55
 19971218 1200  -6.0   2.3   6.5 291.1 12 55
 19971219 1200  -4.6   3.5   5.8 306.8 12 55
 19971220 1200  -6.7   4.2   7.9 301.9 12 55
 19971221 1200  -6.2   4.9   7.9 308.6 12 55
 19971222 1200  -3.4   4.5   5.7 323.4 12 55
 19971223 1200  -4.6   1.5   4.8 288.4 12 55
 19971224 1200  -3.8   2.4   4.5 302.1 12 55
 19971225 1200  -6.6   2.4   7.0 290.1 12 55
 19971226 1200   0.1   1.6   1.6   5.1 12 55
 19971227 1200   1.5  -0.2   1.6  97.2 12 55
 19971228 1200  -2.2  -0.2   2.2 264.6 12 55
 19971229 1200  -5.6   0.7   5.7 276.7 12 55
 19971230 1200  -7.0   1.9   7.3 285.0 12 55
 19971231 1200  -7.9   3.3   8.6 292.7 12 55
 19980101 1200  -8.5   1.5   8.6 279.9 12 55
 19980102 1200  -5.0   0.9   5.1 280.1 12 55
 19980103 1200  -3.2  -1.9   3.7 238.4 12 55
 19980104 1200  -2.5  -0.7   2.6 253.8 12 55
 19980105 1200  -4.2   0.8   4.3 280.6 12 55
 19980106 1200  -3.9  -1.4   4.2 250.9 12 55
 19980107 1200  -1.2   0.1   1.2 273.8 12 55
 19980108 1200  -4.9   1.2   5.1 283.2 12 55
 19980109 1200  -4.4   0.3   4.4 273.4 12 55
 19980110 1200  -3.8   2.7   4.6 306.1 12 55
 19980111 1200  -6.0   3.2   6.8 298.5 12 55
 19980112 1200  -3.8   0.6   3.9 279.0 12 55
 19980113 1200  -4.0  -1.6   4.3 248.8 12 55
 19980114 1200  -4.3  -2.9   5.2 236.0 12 55
 19980115 1200  -2.4  -0.4   2.5 260.8 12 55
 19980116 1200  -3.1   0.9   3.3 286.6 12 55
 19980117 1200  -4.2   0.2   4.2 272.8 12 55
 19980118 1200  -3.8   0.6   3.8 278.4 12 55
 19980119 1200  -6.5   2.4   6.9 290.0 12 55
 19980120 1200  -5.7   1.3   5.9 282.8 12 55
 19980121 1200  -3.8  -0.3   3.8 265.5 12 55
 19980122 1200  -4.2  -0.5   4.2 263.5 12 55
 19980123 1200  -5.2  -0.7   5.2 262.6 12 55
 19980124 1200  -3.6   0.5   3.6 277.5 12 55
 19980125 1200  -1.9   2.0   2.8 315.7 12 55
 19980126 1200  -2.0   1.1   2.2 298.1 12 55
 19980127 1200  -1.4   1.4   2.0 314.0 12 55
 19980128 1200  -4.6   0.2   4.6 272.4 12 55
 19980129 1200  -5.8   0.0   5.8 270.4 12 55
 19980130 1200  -5.9   0.7   6.0 276.9 12 55
 19980131 1200  -3.8   3.5   5.1 312.3 12 55
 19980201 1200  -3.6   2.4   4.4 303.4 12 55
 19980202 1200   1.9  -0.2   1.9  95.0 12 55
 19980203 1200   7.5  -3.0   8.0 111.9 12 55
 19980204 1200   2.8   1.2   3.1  67.6 12 55
 19980205 1200   3.9  -1.6   4.2 112.8 12 55
 19980206 1200   2.0  -1.4   2.4 124.5 12 55
 19980207 1200   0.0   2.0   2.0 358.8 12 55
 19980208 1200   0.0   1.8   1.8   0.2 12 55
 19980209 1200  -0.9  -2.5   2.7 199.7 12 55
 19980210 1200  -3.2  -3.8   5.0 220.8 12 55
 19980211 1200  -2.6  -5.3   5.9 205.7 12 55
 19980212 1200  -0.8  -3.0   3.1 194.8 12 55
 19980213 1200  -3.5  -2.0   4.1 240.3 12 55
 19980214 1200  -5.6  -1.1   5.7 258.7 12 55
 19980215 1200  -4.8  -0.5   4.9 263.6 12 55
 19980216 1200  -0.5  -2.8   2.9 190.8 12 55
 19980217 1200   2.9  -2.2   3.6 127.5 12 55
 19980218 1200   2.9  -0.5   3.0  99.0 12 55
 19980219 1200  -0.7  -1.1   1.3 212.8 12 55
 19980220 1200   0.0  -1.1   1.1 180.1 12 55
 19980221 1200   0.8   0.6   1.0  54.8 12 55
 19980222 1200   0.4   2.7   2.7   7.6 12 55
 19980223 1200   0.3   0.7   0.8  19.9 12 55
 19980224 1200   1.8  -2.4   3.0 143.3 12 55
 19980225 1200   1.7  -0.5   1.8 107.7 12 55
 19980226 1200   0.8  -1.2   1.4 144.6 12 55
 19980227 1200  -2.6  -2.6   3.6 225.1 12 55
 19980228 1200  -2.6  -3.4   4.2 217.3 12 55
 19980301 1200   0.3  -1.4   1.4 169.2 12 55
 19980302 1200  -1.4   1.2   1.8 311.2 12 55
 19980303 1200   1.2  -1.9   2.3 148.7 12 55
 19980304 1200  -0.2   0.2   0.3 324.2 12 55
 19980305 1200  -2.8  -0.4   2.8 261.4 12 55
 19980306 1200  -0.4   1.4   1.4 343.7 12 55
 19980307 1200  -1.9   1.6   2.5 309.9 12 55
 19980308 1200  -1.5  -0.4   1.6 255.2 12 55
 19980309 1200  -0.8  -1.5   1.7 208.6 12 55
 19980310 1200  -2.2  -2.0   3.0 227.7 12 55
 19980311 1200  -1.2  -1.3   1.8 223.4 12 55
 19980312 1200  -1.4   0.8   1.6 298.5 12 55
 19980313 1200   3.6  -2.7   4.5 126.3 12 55
 19980314 1200   1.1   0.9   1.4  48.9 12 55
 19980315 1200   2.7   0.3   2.7  83.3 12 55
 19980316 1200   1.9   3.6   4.1  27.0 12 55
 19980317 1200   2.8   2.3   3.6  50.6 12 55
 19980318 1200  -0.5   3.1   3.2 351.3 12 55
 19980319 1200  -2.1   3.8   4.4 331.1 12 55
 19980320 1200  -2.1   1.1   2.3 298.0 12 55
 19980321 1200  -3.5  -3.6   5.0 223.6 12 55
 19980322 1200  -1.9  -0.7   2.0 248.7 12 55
 19980323 1200  -1.3   0.9   1.6 305.2 12 55
 19980324 1200   1.2   0.0   1.2  90.3 12 55
 19980325 1200   6.8   2.9   7.4  66.7 12 55
 19980326 1200   3.1  -1.6   3.5 116.1 12 55
 19980327 1200  -1.4  -4.0   4.2 199.1 12 55
 19980328 1200  -1.7  -1.4   2.2 230.0 12 55
 19980329 1200   1.5   4.0   4.2  21.1 12 55
 19980330 1200   2.0   1.7   2.6  49.7 12 55
 19980331 1200   1.6   0.9   1.9  59.9 12 55
 19980401 1200   2.4   1.2   2.7  63.8 12 55
 19980402 1200   1.6  -0.1   1.6  94.8 12 55
 19980403 1200   2.9  -3.0   4.1 136.1 12 55
 19980404 1200  -1.1  -3.8   3.9 196.3 12 55
 19980405 1200   1.2  -3.4   3.6 160.7 12 55
 19980406 1200   3.0  -2.3   3.8 127.3 12 55
 19980407 1200  -0.6  -2.5   2.6 193.5 12 55
 19980408 1200  -0.2  -1.7   1.7 188.0 12 55
 19980409 1200   0.5  -1.5   1.6 161.9 12 55
 19980410 1200   3.1  -1.3   3.3 112.8 12 55
 19980411 1200   5.1  -1.6   5.4 106.8 12 55
 19980412 1200   2.1  -1.2   2.4 119.9 12 55
 19980413 1200   0.3  -2.6   2.6 174.3 12 55
 19980414 1200   1.9  -0.3   2.0  99.6 12 55
 19980415 1200   4.3   1.6   4.6  70.3 12 55
 19980416 1200   3.8   0.5   3.8  82.7 12 55
 19980417 1200   2.6  -0.6   2.7 102.3 12 55
 19980418 1200   4.2   0.5   4.2  83.7 12 55
 19980419 1200   4.3  -1.2   4.5 105.7 12 55
 19980420 1200   4.3   0.9   4.4  77.7 12 55
 19980421 1200   0.9   0.3   1.0  69.6 12 55
 19980422 1200  -2.7   2.8   3.9 315.4 12 55
 19980423 1200  -5.1  -0.1   5.1 268.9 12 55
 19980424 1200  -2.5  -3.6   4.4 214.5 12 55
 19980425 1200  -1.1  -1.2   1.6 221.0 12 55
 19980426 1200   1.5  -1.7   2.2 138.1 12 55
 19980427 1200   2.5  -0.8   2.6 108.3 12 55
 19980428 1200   2.0  -0.8   2.2 111.8 12 55
 19980429 1200 -99.9 -99.9 -99.9 -99.9 00 00
 19980430 1200   0.7  -3.2   3.2 167.2 12 11
 19980501 1200   1.6  -3.3   3.6 154.7 12 55
 19980502 1200  -1.2  -1.1   1.7 227.4 12 55
 19980503 1200  -2.8   2.4   3.7 309.9 12 55
 19980504 1200  -2.8   0.3   2.8 276.8 12 55
 19980505 1200  -1.8   0.2   1.8 277.7 12 55
 19980506 1200  -1.6   0.3   1.6 282.8 12 55
 19980507 1200  -2.9   1.6   3.3 297.9 12 55
 19980508 1200  -5.1   4.4   6.8 310.9 12 55
 19980509 1200  -5.1   2.5   5.7 296.4 12 55
 19980510 1200  -5.2  -2.2   5.6 247.3 12 55
 19980511 1200  -4.0  -2.3   4.6 240.4 12 55
 19980512 1200  -3.0  -1.1   3.2 250.4 12 55
 19980513 1200  -5.9  -0.3   5.9 266.9 12 55
 19980514 1200  -5.7  -1.2   5.9 258.4 12 55
 19980515 1200  -6.5   0.4   6.5 273.8 12 55
 19980516 1200  -4.9   1.3   5.1 284.9 12 55
 19980517 1200  -3.1  -0.5   3.1 261.8 12 55
 19980518 1200  -3.0  -2.3   3.8 232.5 12 55
 19980519 1200  -3.7  -1.0   3.9 255.4 12 55
 19980520 1200  -4.7  -0.7   4.8 261.2 12 55
 19980521 1200  -4.0  -1.6   4.3 248.2 12 55
 19980522 1200  -5.5  -3.9   6.8 235.0 12 55
 19980523 1200  -5.2  -1.9   5.5 250.3 12 55
 19980524 1200  -0.6  -2.3   2.3 194.1 12 55
 19980525 1200  -0.4  -3.2   3.2 186.4 12 55
 19980526 1200  -4.0  -1.1   4.1 255.3 12 55
 19980527 1200  -4.7  -1.3   4.8 254.8 12 55
 19980528 1200  -6.4  -2.8   7.0 246.2 12 55
 19980529 1200  -5.9  -2.0   6.2 251.0 12 55
 19980530 1200  -3.3  -2.7   4.3 230.8 12 55
 19980531 1200  -4.5  -1.2   4.7 254.5 12 55
 19980601 1200  -3.5  -2.2   4.1 237.1 12 55
 19980602 1200  -3.0  -3.6   4.7 220.0 12 55
 19980603 1200  -4.0  -1.9   4.4 245.0 12 55
 19980604 1200  -2.7  -3.3   4.3 219.8 12 55
 19980605 1200  -3.6  -1.8   4.0 243.9 12 55
 19980606 1200  -4.7  -1.9   5.1 248.4 12 55
 19980607 1200  -5.1  -1.4   5.3 254.4 12 55
 19980608 1200  -5.2  -0.5   5.2 264.6 12 55
 19980609 1200  -5.3  -0.4   5.3 265.3 12 55
 19980610 1200  -4.4  -1.3   4.6 253.4 12 55
 19980611 1200  -5.8  -2.4   6.2 247.5 12 55
 19980612 1200  -5.8  -1.3   5.9 257.5 12 55
 19980613 1200  -4.5  -0.2   4.5 267.9 12 55
 19980614 1200  -5.2   0.2   5.2 272.1 12 55
 19980615 1200  -5.4  -0.9   5.5 260.2 12 55
 19980616 1200  -4.5  -1.8   4.8 248.2 12 55
 19980617 1200  -3.5  -2.0   4.1 240.2 12 55
