 Location:  2S 125W   5 Nov 1991 to 23 May 2012 ( 7506 times,  6 blocks) Gen. Date Nov 24 2013
 Units: Winds (M/S), W. Dir (DEG), -99.9 = missing, (1,1) is NE at sqrt(2) m/s
 Time: 1200  5 Nov 1991 to 1200 26 Aug 1996 (index     1 to  1757, 1757 times)
 Depth (M):       -4    -4    -4    -4 QUALITY and SOURCE
 YYYYMMDD HHMM  UWND  VWND  WSPD  WDIR SD SD
 20001023 1200  -6.1   3.5   7.0 299.8 11 55
 20001024 1200  -6.6   2.7   7.1 292.3 11 55
 20001025 1200  -6.3   2.8   6.9 294.2 11 55
 20001026 1200  -5.2   4.0   6.5 308.1 11 55
 20001027 1200  -5.7   3.6   6.8 302.0 11 55
 20001028 1200  -7.0   1.6   7.2 282.7 11 55
 20001029 1200  -6.9   3.3   7.6 295.9 11 55
 20001030 1200  -6.8   1.9   7.1 285.6 11 55
 20001031 1200  -5.2   2.1   5.5 291.8 11 55
 20001101 1200  -5.6   4.0   6.8 305.4 11 55
 20001102 1200  -4.9   3.4   5.9 304.7 11 55
 20001103 1200  -4.5   1.7   4.9 291.0 11 55
 20001104 1200  -5.2   2.0   5.6 290.9 11 55
 20001105 1200  -5.2  -0.2   5.2 268.0 11 55
 20001106 1200  -5.4   1.2   5.5 282.6 11 55
 20001107 1200  -4.7   0.9   4.8 280.9 11 55
 20001108 1200  -3.9   2.3   4.6 300.4 11 55
 20001109 1200  -4.4  -0.2   4.4 267.1 11 55
 20001110 1200  -5.5  -0.4   5.6 265.7 11 55
 20001111 1200  -6.5   0.4   6.5 273.3 11 55
 20001112 1200  -7.3  -0.2   7.3 268.8 11 55
 20001113 1200  -7.0   2.5   7.5 289.7 11 55
 20001114 1200  -6.4   2.9   7.0 294.4 11 55
 20001115 1200  -6.3  -0.5   6.3 265.3 11 55
 20001116 1200  -6.0   1.0   6.1 279.3 11 55
 20001117 1200  -5.8   1.9   6.1 288.5 11 55
 20001118 1200  -5.6   1.3   5.7 283.3 11 55
 20001119 1200  -5.2   2.0   5.5 291.6 11 55
 20001120 1200  -5.6   1.3   5.7 283.4 11 55
 20001121 1200  -5.3  -1.2   5.5 257.8 11 55
 20001122 1200  -7.0  -0.2   7.0 268.1 11 55
 20001123 1200  -6.8   0.7   6.8 275.6 11 55
 20001124 1200  -6.8   0.5   6.8 273.8 11 55
 20001125 1200  -6.3   0.1   6.3 270.9 11 55
 20001126 1200  -6.6   0.4   6.6 273.3 11 55
 20001127 1200  -7.3   2.0   7.6 285.6 11 55
 20001128 1200  -7.1   2.1   7.4 286.6 11 55
 20001129 1200  -7.2   2.0   7.5 285.5 11 55
 20001130 1200  -7.3   1.7   7.5 282.9 11 55
 20001201 1200  -6.4   2.6   6.9 292.5 11 55
 20001202 1200  -6.3   4.3   7.6 304.6 11 55
 20001203 1200  -6.5   3.9   7.5 300.9 11 55
 20001204 1200  -5.4   1.5   5.6 285.7 11 55
 20001205 1200  -4.8   3.2   5.8 303.8 11 55
 20001206 1200  -5.3   4.0   6.6 306.9 11 55
 20001207 1200  -5.0   3.2   6.0 302.5 11 55
 20001208 1200  -6.0   3.0   6.7 296.8 11 55
 20001209 1200  -5.8   2.2   6.2 291.0 11 55
 20001210 1200  -5.2   1.2   5.3 282.9 11 55
 20001211 1200  -3.8   2.4   4.5 302.1 11 55
 20001212 1200  -4.2   2.8   5.0 303.9 11 55
 20001213 1200  -4.8   2.4   5.3 297.0 11 55
 20001214 1200  -4.7   1.4   4.9 286.0 11 55
 20001215 1200  -4.4  -0.5   4.4 263.8 11 55
 20001216 1200  -5.1  -0.3   5.2 266.3 11 55
 20001217 1200  -6.0   3.0   6.7 296.8 11 55
 20001218 1200  -6.3   1.9   6.6 287.2 11 55
 20001219 1200  -6.3   0.6   6.3 275.2 11 55
 20001220 1200  -6.0  -1.9   6.3 252.0 11 55
 20001221 1200  -7.3  -1.1   7.4 261.7 11 55
 20001222 1200  -6.0   0.7   6.0 276.4 11 55
 20001223 1200  -5.4   0.1   5.4 270.9 11 55
 20001224 1200  -5.0   1.1   5.1 282.9 11 55
 20001225 1200  -3.5  -2.1   4.1 238.8 11 55
 20001226 1200  -4.1  -1.6   4.4 248.8 11 55
 20001227 1200  -5.1  -0.7   5.2 261.9 11 55
 20001228 1200  -5.4  -1.3   5.5 256.1 11 55
 20001229 1200  -5.5  -1.2   5.6 257.3 11 55
 20001230 1200  -3.6   1.4   3.9 291.8 11 55
 20001231 1200  -2.2   2.0   3.0 313.2 11 55
 20010101 1200  -4.3   3.3   5.4 307.6 11 55
 20010102 1200  -4.9   1.8   5.2 290.7 11 55
 20010103 1200  -4.4  -1.0   4.5 257.2 11 55
 20010104 1200  -5.8   1.6   6.1 285.8 11 55
 20010105 1200  -6.6   3.8   7.6 299.6 11 55
 20010106 1200  -6.3   2.7   6.8 293.0 11 55
 20010107 1200  -5.4   0.8   5.5 278.2 11 55
 20010108 1200  -4.6   0.9   4.7 281.0 11 55
 20010109 1200  -3.8  -0.6   3.8 261.3 11 55
 20010110 1200  -5.7   0.3   5.7 272.8 11 55
 20010111 1200  -6.5   3.2   7.2 296.2 11 55
 20010112 1200  -6.2   3.3   7.0 297.8 11 55
 20010113 1200  -5.3  -1.0   5.4 258.9 11 55
 20010114 1200  -5.0   0.3   5.0 273.9 11 55
 20010115 1200  -4.2   1.4   4.4 288.9 11 55
 20010116 1200  -4.3   2.5   4.9 299.9 11 55
 20010117 1200  -4.0   2.0   4.5 296.7 11 55
 20010118 1200  -3.1   1.2   3.3 291.8 11 55
 20010119 1200  -3.1   2.6   4.0 310.1 11 55
 20010120 1200  -2.9   3.3   4.4 319.0 11 55
 20010121 1200  -4.0   2.1   4.5 297.7 11 55
 20010122 1200  -5.0   0.4   5.0 274.4 11 55
 20010123 1200  -4.5   0.7   4.6 278.4 11 55
 20010124 1200  -4.2   2.0   4.7 295.3 11 55
 20010125 1200  -4.4   2.8   5.2 302.4 11 55
 20010126 1200  -4.4   0.9   4.5 282.0 11 55
 20010127 1200  -4.8   2.0   5.2 292.6 11 55
 20010128 1200  -5.5   2.6   6.0 295.3 11 55
 20010129 1200  -6.3   0.8   6.4 277.2 11 55
 20010130 1200  -4.6   1.7   4.9 290.7 11 55
 20010131 1200  -3.6   2.5   4.4 304.7 11 55
 20010201 1200  -4.5   2.3   5.1 297.4 11 55
 20010202 1200  -5.2  -0.2   5.2 267.3 11 55
 20010203 1200  -4.7   0.2   4.7 272.5 11 55
 20010204 1200  -5.2   1.9   5.5 290.1 11 55
 20010205 1200  -6.0   1.4   6.1 283.2 11 55
 20010206 1200  -4.7   2.7   5.4 300.2 11 55
 20010207 1200  -5.8   0.8   5.9 277.3 11 55
 20010208 1200  -6.7   0.6   6.7 274.9 11 55
 20010209 1200  -5.9   2.0   6.3 288.9 11 55
 20010210 1200  -5.7   0.1   5.7 270.7 11 55
 20010211 1200  -5.7  -1.1   5.8 259.3 11 55
 20010212 1200  -6.3  -0.3   6.3 267.5 11 55
 20010213 1200  -6.1   1.4   6.2 283.0 11 55
 20010214 1200  -4.5   2.0   4.9 294.2 11 55
 20010215 1200  -5.0  -0.2   5.0 267.3 11 55
 20010216 1200  -4.7   0.1   4.7 271.0 11 55
 20010217 1200  -5.3   1.2   5.4 282.4 11 55
 20010218 1200  -4.8   0.0   4.8 270.1 11 55
 20010219 1200  -4.0  -0.7   4.1 260.0 11 55
 20010220 1200  -3.1   0.7   3.2 281.9 11 55
 20010221 1200  -5.7   0.7   5.7 277.4 11 55
 20010222 1200  -6.3   1.3   6.4 281.4 11 55
 20010223 1200  -4.6   0.6   4.6 277.4 11 55
 20010224 1200  -4.0   1.4   4.3 289.2 11 55
 20010225 1200  -4.3   0.3   4.3 273.8 11 55
 20010226 1200  -4.2  -0.1   4.2 269.1 11 55
 20010227 1200  -3.6   1.3   3.9 290.3 11 55
 20010228 1200  -2.6  -0.2   2.6 265.5 11 55
 20010301 1200  -3.2  -0.2   3.2 266.0 11 55
 20010302 1200  -4.5  -0.8   4.6 260.6 11 55
 20010303 1200  -2.5  -0.6   2.5 255.4 11 55
 20010304 1200  -1.5   2.3   2.7 326.6 11 55
 20010305 1200  -4.1  -0.3   4.1 265.5 11 55
 20010306 1200  -4.2  -4.1   5.9 225.6 11 55
 20010307 1200  -6.0   2.1   6.3 289.4 11 55
 20010308 1200  -2.8  -0.8   2.9 254.7 11 55
 20010309 1200  -1.5  -0.6   1.6 247.6 11 55
 20010310 1200  -0.7   1.7   1.8 337.0 11 55
 20010311 1200  -1.8   2.6   3.2 325.8 11 55
 20010312 1200  -0.3  -0.9   0.9 197.9 11 55
 20010313 1200   1.5  -3.2   3.6 154.8 11 55
 20010314 1200   1.2  -1.3   1.8 137.2 11 55
 20010315 1200  -0.2   1.5   1.5 353.0 11 55
 20010316 1200   0.2   2.5   2.5   5.6 11 55
 20010317 1200   0.6  -2.0   2.1 163.4 11 55
 20010318 1200   0.7   0.0   0.7  86.9 11 55
 20010319 1200   1.1   1.8   2.1  30.7 11 55
 20010320 1200  -1.7  -0.8   1.9 244.5 11 55
 20010321 1200  -1.5   0.1   1.5 274.0 11 55
 20010322 1200  -1.6  -0.1   1.6 267.1 11 55
 20010323 1200  -1.9   0.5   1.9 284.6 11 55
 20010324 1200  -3.2   0.7   3.3 282.4 11 55
 20010325 1200  -3.3   2.2   4.0 303.3 11 55
 20010326 1200  -3.8  -0.6   3.9 260.7 11 55
 20010327 1200  -4.5   1.9   4.9 293.0 11 55
 20010328 1200  -4.0  -0.8   4.1 258.2 11 55
 20010329 1200  -3.6  -2.4   4.3 236.2 11 55
 20010330 1200  -3.2   1.6   3.6 297.3 11 55
 20010331 1200  -4.5   1.1   4.6 284.4 11 55
 20010401 1200  -4.3  -1.4   4.5 252.5 11 55
 20010402 1200  -4.3  -2.7   5.1 237.9 11 55
 20010403 1200  -2.1  -1.8   2.8 229.5 11 55
 20010404 1200  -2.9   1.5   3.3 297.9 11 55
 20010405 1200  -0.5  -3.7   3.7 187.3 11 55
 20010406 1200  -0.9   0.8   1.2 310.7 11 55
 20010407 1200  -2.9   3.5   4.6 320.5 11 55
 20010408 1200  -4.3   2.8   5.2 303.0 11 55
 20010409 1200  -3.0   0.5   3.0 280.2 11 55
 20010410 1200  -2.2  -0.4   2.2 259.4 11 55
 20010411 1200  -3.1   1.3   3.4 292.7 11 55
 20010412 1200  -3.1  -2.3   3.9 233.3 11 55
 20010413 1200  -3.4  -2.4   4.2 234.5 11 55
 20010414 1200  -1.9   1.5   2.4 309.0 11 55
 20010415 1200  -2.8   0.1   2.9 272.7 11 55
 20010416 1200  -3.4  -2.5   4.3 233.2 11 55
 20010417 1200  -3.8   1.1   3.9 285.4 11 55
 20010418 1200  -4.3   1.6   4.6 290.7 11 55
 20010419 1200  -2.9  -3.2   4.3 221.7 11 55
 20010420 1200  -2.3  -0.4   2.4 259.6 11 55
 20010421 1200  -3.3   1.4   3.6 293.7 11 55
 20010422 1200  -4.7  -0.1   4.7 268.5 11 55
 20010423 1200  -5.2  -0.3   5.2 267.0 11 55
 20010424 1200  -5.3   0.3   5.4 273.8 11 55
 20010425 1200  -6.4   0.2   6.5 272.0 11 55
 20010426 1200  -5.4   1.0   5.5 280.6 11 55
 20010427 1200  -5.0   4.3   6.6 310.8 11 55
 20010428 1200  -3.6   4.4   5.7 320.7 11 55
 20010429 1200  -4.7  -1.6   5.0 251.1 11 55
 20010430 1200  -4.3  -0.6   4.4 262.3 11 55
 20010501 1200  -4.2  -0.9   4.3 257.2 11 55
 20010502 1200  -5.1  -0.4   5.1 265.6 11 55
 20010503 1200  -6.8   2.3   7.2 288.9 11 55
 20010504 1200  -6.4   1.8   6.6 285.5 11 55
 20010505 1200  -7.4   2.6   7.8 289.7 11 55
 20010506 1200  -6.2   3.0   6.8 295.8 11 55
 20010507 1200  -6.6   2.5   7.0 290.4 11 55
 20010508 1200  -7.5   2.0   7.8 285.0 11 55
 20010509 1200  -7.4   2.9   7.9 291.6 11 55
 20010510 1200  -5.7   4.0   7.0 305.1 11 55
 20010511 1200  -4.9   1.8   5.3 290.4 11 55
 20010512 1200  -7.1   2.3   7.5 288.0 11 55
 20010513 1200  -6.0   3.6   7.0 301.3 11 55
 20010514 1200  -5.2   2.2   5.7 293.0 11 55
 20010515 1200  -6.3   2.3   6.7 290.0 11 55
 20010516 1200  -6.0   1.1   6.1 280.9 11 55
 20010517 1200  -5.2   1.4   5.3 284.8 11 55
 20010518 1200  -6.2   1.8   6.5 286.5 11 55
 20010519 1200  -6.7   1.3   6.8 280.9 11 55
 20010520 1200  -4.7   1.2   4.8 284.0 11 55
 20010521 1200  -3.8   1.1   4.0 286.9 11 55
 20010522 1200  -3.2   2.4   4.0 307.1 11 55
 20010523 1200  -3.6   3.3   4.9 311.9 11 55
 20010524 1200  -3.5   0.5   3.5 278.8 11 55
 20010525 1200  -4.2  -0.1   4.2 269.1 11 55
 20010526 1200  -5.9   1.5   6.1 283.9 11 55
 20010527 1200  -5.7   1.6   5.9 285.4 11 55
 20010528 1200  -5.2   0.3   5.2 273.4 11 55
 20010529 1200  -4.4   0.3   4.5 273.4 11 55
 20010530 1200  -3.6   1.3   3.9 289.5 11 55
 20010531 1200  -4.8   1.2   4.9 283.9 11 55
 20010601 1200  -5.1   2.3   5.5 294.1 11 55
 20010602 1200  -4.8   2.1   5.2 293.2 11 55
 20010603 1200  -6.2   1.9   6.5 287.0 11 55
 20010604 1200  -7.0   1.9   7.3 285.1 11 55
 20010605 1200  -6.6   0.9   6.7 277.5 11 55
 20010606 1200  -7.5   1.5   7.6 281.1 11 55
 20010607 1200  -7.0   0.2   7.0 271.7 11 55
 20010608 1200  -5.8  -0.6   5.8 264.0 11 55
 20010609 1200  -5.9  -0.6   5.9 264.1 11 55
 20010610 1200  -6.2   1.6   6.4 284.9 11 55
 20010611 1200  -6.5   2.4   6.9 290.1 11 55
 20010612 1200  -6.6   1.8   6.8 285.6 11 55
 20010613 1200  -7.5   2.5   7.8 288.4 11 55
 20010614 1200  -7.4   3.0   8.0 292.2 11 55
 20010615 1200  -7.2   2.8   7.7 291.4 11 55
 20010616 1200  -6.7   2.1   7.0 287.2 11 55
 20010617 1200  -5.6   3.4   6.6 301.3 11 55
 20010618 1200  -6.7   1.7   6.9 284.3 11 55
 20010619 1200  -6.5   1.1   6.6 279.5 11 55
 20010620 1200  -6.6   2.1   7.0 287.4 11 55
 20010621 1200  -7.5   3.1   8.1 292.3 11 55
 20010622 1200  -7.4   2.5   7.8 288.7 11 55
 20010623 1200  -7.8   2.7   8.2 289.0 11 55
 20010624 1200  -7.6   2.1   7.9 285.5 11 55
 20010625 1200  -6.8   3.1   7.4 294.5 11 55
 20010626 1200  -5.9   4.3   7.3 306.2 11 55
 20010627 1200  -7.5   2.8   8.0 290.7 11 55
 20010628 1200  -8.0   3.0   8.6 290.8 11 55
 20010629 1200  -7.7   0.8   7.8 276.1 11 55
 20010630 1200  -7.9   1.3   8.0 279.2 11 55
 20010701 1200  -7.0   4.0   8.1 299.8 11 55
 20010702 1200  -6.9   3.9   8.0 299.6 11 55
 20010703 1200  -7.0   3.0   7.6 292.7 11 55
 20010704 1200  -5.1   3.5   6.2 304.8 11 55
 20010705 1200  -5.1   3.5   6.2 304.3 11 55
 20010706 1200  -5.8   4.7   7.5 309.4 11 55
 20010707 1200  -6.2   3.2   6.9 297.1 11 55
 20010708 1200  -7.6   1.3   7.7 279.7 11 55
 20010709 1200  -7.0   2.6   7.5 290.4 11 55
 20010710 1200  -6.0   3.2   6.8 298.0 11 55
 20010711 1200  -6.1   2.2   6.5 290.1 11 55
 20010712 1200  -6.6   2.4   7.0 289.8 11 55
 20010713 1200  -7.2   2.4   7.6 288.3 11 55
 20010714 1200  -6.7   1.7   6.9 284.2 11 55
 20010715 1200  -6.0   1.9   6.3 287.9 11 55
 20010716 1200  -6.0   2.1   6.4 289.0 11 55
 20010717 1200  -5.7   1.8   6.0 287.7 11 55
 20010718 1200  -5.6   2.9   6.3 297.8 11 55
 20010719 1200  -6.2   2.7   6.8 293.7 11 55
 20010720 1200  -6.5   4.6   8.0 305.7 11 55
 20010721 1200  -7.2   3.6   8.1 296.4 11 55
 20010722 1200  -8.9   3.9   9.7 293.3 11 55
 20010723 1200  -7.8   4.0   8.8 297.1 11 55
 20010724 1200  -7.0   3.5   7.9 296.6 11 55
 20010725 1200  -7.8   4.2   8.8 298.2 11 55
 20010726 1200  -7.7   2.0   7.9 284.9 11 55
 20010727 1200  -6.1   3.8   7.2 301.9 11 55
 20010728 1200  -6.9   3.9   7.9 299.5 11 55
 20010729 1200  -7.0   4.2   8.2 300.9 11 55
 20010730 1200  -7.8   3.6   8.6 294.8 11 55
 20010731 1200  -7.0   3.9   8.0 299.1 11 55
 20010801 1200  -6.1   4.7   7.7 307.3 11 55
 20010802 1200  -7.0   3.6   7.8 297.3 11 55
 20010803 1200  -6.8   3.9   7.8 299.6 11 55
 20010804 1200  -6.4   4.8   8.0 306.9 11 55
 20010805 1200  -7.1   4.7   8.5 303.7 11 55
 20010806 1200  -7.2   4.0   8.2 298.7 11 55
 20010807 1200  -6.7   2.6   7.2 291.1 11 55
 20010808 1200  -6.4   2.0   6.7 287.4 11 55
 20010809 1200  -6.0   3.0   6.7 296.2 11 55
 20010810 1200  -5.5   3.7   6.6 303.9 11 55
 20010811 1200  -6.8   3.1   7.4 294.9 11 55
 20010812 1200  -7.2   1.8   7.4 284.1 11 55
 20010813 1200  -8.1   2.3   8.5 285.8 11 55
 20010814 1200  -7.6   2.6   8.0 288.7 11 55
 20010815 1200  -7.5   3.6   8.4 295.7 11 55
 20010816 1200  -8.4   2.7   8.8 287.7 11 55
 20010817 1200  -8.3   2.7   8.7 288.1 11 55
 20010818 1200  -8.0   2.6   8.4 288.3 11 55
 20010819 1200  -6.7   2.6   7.2 291.0 11 55
 20010820 1200  -5.4   1.7   5.7 287.7 11 55
 20010821 1200  -5.0   2.4   5.5 295.7 11 55
 20010822 1200  -5.7   3.7   6.8 302.9 11 55
 20010823 1200  -6.7   1.2   6.8 280.3 11 55
 20010824 1200  -5.7   1.1   5.8 280.8 11 55
 20010825 1200  -4.4   1.8   4.8 291.6 11 55
 20010826 1200  -5.3   3.6   6.4 304.7 11 55
 20010827 1200  -6.0   2.1   6.4 289.1 11 55
 20010828 1200  -5.9   1.7   6.2 286.1 11 55
 20010829 1200  -5.6   3.9   6.8 304.9 11 55
 20010830 1200  -5.4   3.5   6.4 303.3 12 55
 20010831 1200  -5.7   3.1   6.5 298.9 12 55
 20010901 1200  -5.8   3.1   6.5 298.4 12 55
 20010902 1200  -6.8   2.6   7.3 290.9 12 55
 20010903 1200  -6.3   2.7   6.9 292.8 12 55
 20010904 1200  -6.2   2.9   6.8 295.0 12 55
 20010905 1200  -4.9   2.0   5.3 292.1 12 55
 20010906 1200  -5.8   3.1   6.5 298.2 12 55
 20010907 1200  -6.9   0.0   6.9 270.3 12 55
 20010908 1200  -6.0  -1.6   6.3 255.1 12 55
 20010909 1200  -4.5  -0.6   4.5 262.3 12 55
 20010910 1200  -4.4   0.7   4.5 279.0 12 55
 20010911 1200  -5.0   1.1   5.1 282.6 12 55
 20010912 1200  -5.6   0.8   5.7 278.5 12 55
 20010913 1200  -4.7   1.4   4.9 286.1 12 55
 20010914 1200  -5.5   1.8   5.8 288.0 12 55
 20010915 1200  -4.9   1.6   5.2 288.6 12 55
 20010916 1200  -5.9   2.4   6.3 292.5 12 55
 20010917 1200  -5.8   2.6   6.4 294.4 12 55
 20010918 1200  -6.1   2.5   6.5 291.9 12 55
 20010919 1200  -4.8   3.8   6.1 308.6 12 55
 20010920 1200  -5.6   4.0   6.9 305.8 12 55
 20010921 1200  -5.5   2.5   6.1 294.1 12 55
 20010922 1200  -5.5   2.8   6.1 296.8 12 55
 20010923 1200  -5.9  -0.2   5.9 268.0 12 55
 20010924 1200  -5.9   0.3   5.9 273.0 12 55
 20010925 1200  -5.2   1.2   5.3 282.8 12 55
 20010926 1200  -5.3   2.6   5.9 295.6 12 55
 20010927 1200  -5.3   2.0   5.7 290.6 12 55
 20010928 1200  -5.8  -0.9   5.8 261.1 12 55
 20010929 1200  -6.3   1.8   6.5 285.8 12 55
 20010930 1200  -7.0   3.1   7.6 294.3 12 55
 20011001 1200  -6.8   1.5   7.0 282.2 12 55
 20011002 1200  -6.0   0.0   6.0 270.0 12 55
 20011003 1200  -6.4   3.2   7.1 296.5 12 55
 20011004 1200  -6.4   1.2   6.5 280.9 12 55
 20011005 1200  -5.6   0.5   5.7 275.1 12 55
 20011006 1200  -5.2   3.0   6.0 299.9 12 55
 20011007 1200  -5.7   2.9   6.4 297.1 12 55
 20011008 1200  -6.0   3.8   7.1 302.6 12 55
 20011009 1200  -5.6   3.2   6.5 299.5 12 55
 20011010 1200  -5.4   2.9   6.1 298.2 12 55
 20011011 1200  -4.9   3.1   5.8 302.4 12 55
 20011012 1200  -5.8   2.5   6.3 293.4 12 55
 20011013 1200  -5.8   2.3   6.2 291.7 12 55
 20011014 1200  -6.3   1.2   6.4 281.1 12 55
 20011015 1200  -6.8   1.9   7.0 286.0 12 55
 20011016 1200  -6.4   1.6   6.6 284.2 12 55
 20011017 1200  -6.7   2.1   7.0 287.2 12 55
 20011018 1200  -6.4   2.6   7.0 292.4 12 55
 20011019 1200  -6.0   3.1   6.7 297.4 12 55
 20011020 1200  -6.2   3.5   7.2 299.4 12 55
 20011021 1200  -6.1   1.5   6.3 284.0 12 55
 20011022 1200  -6.6   0.4   6.7 273.6 12 55
 20011023 1200  -5.8   2.6   6.4 294.2 12 55
 20011024 1200  -6.0   3.2   6.8 297.9 12 55
 20011025 1200  -5.9   1.9   6.2 287.6 12 55
 20011026 1200  -7.3   1.6   7.5 282.0 12 55
 20011027 1200  -6.5   0.9   6.5 278.3 12 55
 20011028 1200  -4.3   1.6   4.7 290.4 12 55
 20011029 1200  -4.5   1.3   4.7 285.7 12 55
 20011030 1200  -4.3   2.2   4.8 297.3 12 55
 20011031 1200  -4.0   3.7   5.5 312.1 12 55
 20011101 1200  -6.3   0.3   6.3 273.1 12 55
 20011102 1200  -7.5  -0.8   7.6 263.6 12 55
 20011103 1200  -6.7   3.0   7.3 293.8 12 55
 20011104 1200  -7.2   3.6   8.1 296.7 12 55
 20011105 1200  -6.8   0.8   6.8 277.0 12 55
 20011106 1200  -4.7   1.9   5.0 291.6 12 55
 20011107 1200  -7.8   2.4   8.1 286.9 12 55
 20011108 1200  -7.6   1.2   7.7 278.9 12 55
 20011109 1200  -6.6   1.9   6.8 285.9 12 55
 20011110 1200  -6.8   2.2   7.1 287.7 12 55
 20011111 1200  -6.1   2.0   6.4 288.2 12 55
 20011112 1200  -6.0   2.7   6.6 294.2 12 55
 20011113 1200  -5.9   2.9   6.6 296.3 12 55
 20011114 1200  -5.2   2.4   5.7 295.2 12 55
 20011115 1200  -5.5   3.1   6.3 299.4 12 55
 20011116 1200  -5.9   2.5   6.5 293.2 12 55
 20011117 1200  -6.3   1.0   6.4 279.1 12 55
 20011118 1200  -5.1   2.7   5.7 297.6 12 55
 20011119 1200  -4.9   4.1   6.4 309.7 12 55
 20011120 1200  -6.1   2.4   6.5 291.1 12 55
 20011121 1200  -6.6   2.5   7.0 290.8 12 55
 20011122 1200  -6.8   3.5   7.6 297.1 12 55
 20011123 1200  -6.8   2.8   7.3 292.4 12 55
 20011124 1200  -6.5   1.4   6.7 282.3 12 55
 20011125 1200  -6.1   1.8   6.3 286.8 12 55
 20011126 1200  -5.6   2.7   6.3 295.8 12 55
 20011127 1200  -6.4   0.6   6.4 275.3 12 55
 20011128 1200  -6.1   2.0   6.4 288.1 12 55
 20011129 1200  -5.9   2.5   6.4 292.8 12 55
 20011130 1200  -4.7   2.2   5.2 295.1 12 55
 20011201 1200  -6.6   1.6   6.8 283.2 12 55
 20011202 1200  -6.8   3.7   7.8 298.2 12 55
 20011203 1200  -6.1   3.3   7.0 298.4 12 55
 20011204 1200  -5.4   3.1   6.2 299.8 12 55
 20011205 1200  -5.0   3.1   5.9 301.7 12 55
 20011206 1200  -5.6   4.4   7.1 308.2 12 55
 20011207 1200  -6.9   1.9   7.1 285.1 12 55
 20011208 1200  -7.1   1.8   7.3 283.8 12 55
 20011209 1200  -7.0   2.2   7.3 287.3 12 55
 20011210 1200  -5.6   0.9   5.7 279.0 12 55
 20011211 1200  -5.1   0.4   5.1 274.2 12 55
 20011212 1200  -5.7  -0.4   5.8 265.7 12 55
 20011213 1200  -5.9   0.3   6.0 272.8 12 55
 20011214 1200  -4.8   1.8   5.1 290.5 12 55
 20011215 1200  -4.5   1.3   4.7 286.1 12 55
 20011216 1200  -4.6  -1.0   4.7 257.4 12 55
 20011217 1200  -5.2   0.2   5.2 271.9 12 55
 20011218 1200  -5.7   0.3   5.7 273.3 12 55
 20011219 1200  -5.6   1.2   5.8 282.2 12 55
 20011220 1200  -5.8   2.2   6.2 290.9 12 55
 20011221 1200  -5.7  -0.1   5.7 268.8 12 55
 20011222 1200  -4.6   0.6   4.6 277.9 12 55
 20011223 1200  -4.6   0.7   4.7 278.9 12 55
 20011224 1200  -5.5   3.4   6.5 301.8 12 55
 20011225 1200  -5.3   3.0   6.1 299.6 12 55
 20011226 1200  -5.8   2.1   6.2 290.3 12 55
 20011227 1200  -6.5   1.4   6.7 281.9 12 55
 20011228 1200  -6.8   2.5   7.2 290.1 12 55
 20011229 1200  -7.8   2.7   8.3 289.3 12 55
 20011230 1200  -7.1   1.9   7.3 284.7 12 55
 20011231 1200  -6.7   1.7   6.9 284.7 12 55
 20020101 1200  -6.1   1.0   6.2 279.1 12 55
 20020102 1200  -5.4  -0.3   5.4 267.1 12 55
 20020103 1200  -6.0   0.8   6.0 277.6 12 55
 20020104 1200  -6.2   2.3   6.6 290.1 12 55
 20020105 1200  -4.8   2.6   5.4 298.6 12 55
 20020106 1200  -5.7   2.2   6.1 290.8 12 55
 20020107 1200  -6.5   3.1   7.2 295.2 12 55
 20020108 1200  -6.2   2.9   6.9 295.3 12 55
 20020109 1200  -4.6   1.9   5.0 292.1 12 55
 20020110 1200  -4.8   1.1   4.9 282.6 12 55
 20020111 1200  -6.0   2.4   6.5 291.7 12 55
 20020112 1200  -6.3   3.4   7.1 298.1 12 55
 20020113 1200  -6.9   3.4   7.7 296.0 12 55
 20020114 1200  -6.7   3.5   7.6 297.8 12 55
 20020115 1200  -5.8   1.6   6.0 285.8 12 55
 20020116 1200  -6.5   1.2   6.6 280.6 12 55
 20020117 1200  -5.2   2.1   5.7 292.0 12 55
 20020118 1200  -4.1   2.1   4.6 296.9 12 55
 20020119 1200  -4.4   3.3   5.5 306.6 12 55
 20020120 1200  -4.5   4.7   6.5 315.9 12 55
 20020121 1200  -5.5   3.0   6.2 299.2 12 55
 20020122 1200  -5.1   3.1   6.0 301.3 12 55
 20020123 1200  -5.9   4.3   7.3 305.9 12 55
 20020124 1200  -6.8   3.5   7.6 297.7 12 55
 20020125 1200  -8.0   3.2   8.6 291.5 12 55
 20020126 1200  -9.5   2.4   9.8 284.3 12 55
 20020127 1200  -8.0   2.6   8.4 288.4 12 55
 20020128 1200  -5.7   3.1   6.5 298.9 12 55
 20020129 1200  -4.5   4.7   6.5 316.3 12 55
 20020130 1200  -4.6   2.9   5.4 302.8 12 55
 20020131 1200  -5.6   2.1   6.0 290.2 12 55
 20020201 1200  -5.9   2.4   6.4 292.3 12 55
 20020202 1200  -4.8   2.7   5.5 299.5 12 55
 20020203 1200  -5.0   2.8   5.7 299.4 12 55
 20020204 1200  -5.6   2.3   6.0 292.5 12 55
 20020205 1200  -5.1   4.3   6.6 310.1 12 55
 20020206 1200  -5.7   3.3   6.6 300.0 12 55
